id,city,year,trend_lg_agri_predicted,trend_lg_nonagri_predicted,trend_lg_gdppc_predicted,v1,province_id,province,lg_nonagri_predicted,lg_agri_predicted,lg_gdppc_predicted,lg_totalgdp_predicted,club_trend_lg_gdppc_predicted,club_trend_lg_nonagri_predicted,club_trend_lg_agri_predicted,fclub_trend_lg_gdppc_predicted,fclub_trend_lg_nonagri_predicted,fclub_trend_lg_agri_predicted,re_trend_lg_gdppc_predicted,re_trend_lg_nonagri_predicted,re_trend_lg_agri_predicted
110000,北京市,2016,5.0403876,9.9710169,11.623637,5867,110000,Beijing,9.9485674,5.0632181,11.599051,9.9560957,2,1,23,1,1,17,1.0980345,1.3946576,1.0558316
110000,北京市,2017,5.087832,10.028271,11.673232,6238,110000,Beijing,9.9861507,5.0230174,11.618679,9.9931173,2,1,23,1,1,17,1.0956974,1.387808,1.0554451
110000,北京市,2018,5.1343012,10.083819,11.721417,6609,110000,Beijing,10.026331,5.0538492,11.649254,10.033233,2,1,23,1,1,17,1.0934259,1.3812444,1.0550649
110000,北京市,2019,5.1803198,10.138396,11.768849,6980,110000,Beijing,10.053488,5.1012173,11.689371,10.060531,2,1,23,1,1,17,1.0912058,1.3748999,1.05469
110000,北京市,2020,5.226212,10.192595,11.816004,7351,110000,Beijing,10.040947,5.1756916,11.7051,10.048627,2,1,23,1,1,17,1.0890217,1.3687137,1.0543228
120000,天津市,2001,4.2130761,7.9716377,10.16654,304,120000,Tianjin (city),7.9413891,4.1842375,10.144526,7.9644709,3,1,18,2,1,14,1.1148134,1.4493884,1.1069053
120000,天津市,2002,4.28795,8.0903473,10.274813,675,120000,Tianjin (city),7.9960675,4.2463427,10.189555,8.0193195,3,1,18,2,1,14,1.1127167,1.4373716,1.1053035
120000,天津市,2003,4.3627515,8.2089815,10.38303,1046,120000,Tianjin (city),8.0833492,4.3046942,10.245925,8.1059456,3,1,18,2,1,14,1.1106809,1.4259244,1.1037605
120000,天津市,2004,4.437305,8.3272295,10.490924,1417,120000,Tianjin (city),8.1827364,4.4601126,10.357896,8.2066193,3,1,18,2,1,14,1.1087129,1.4150469,1.1022663
120000,天津市,2005,4.5112891,8.4444647,10.597884,1788,120000,Tianjin (city),8.4035912,4.4991126,10.562346,8.423542,3,1,18,2,1,14,1.1068076,1.4047283,1.1008066
120000,天津市,2006,4.5844393,8.5597,10.702967,2159,120000,Tianjin (city),8.6038904,4.5507498,10.750988,8.621109,3,1,18,2,1,14,1.1049387,1.3949245,1.0993824
120000,天津市,2007,4.6564612,8.6718483,10.805139,2530,120000,Tianjin (city),8.7260752,4.6270657,10.861675,8.742528,3,1,18,2,1,14,1.1030807,1.3855951,1.0979995
120000,天津市,2008,4.7269754,8.7799311,10.903489,2901,120000,Tianjin (city),8.8485718,4.7285738,10.973278,8.864686,3,1,18,2,1,14,1.1012201,1.3767151,1.096666
120000,天津市,2009,4.7955303,8.8831043,10.997246,3272,120000,Tianjin (city),8.95821,4.8030162,11.079159,8.9737711,3,1,18,2,1,14,1.0993537,1.3682712,1.0953839
120000,天津市,2010,4.8616772,8.9806976,11.085813,3643,120000,Tianjin (city),9.090353,4.8980765,11.186397,9.1053514,3,1,18,2,1,14,1.097487,1.3602616,1.0941585
120000,天津市,2011,4.9249864,9.0722265,11.168798,4014,120000,Tianjin (city),9.2257996,5.0055847,11.313367,9.2403879,3,1,18,2,1,14,1.0956331,1.3526924,1.0929987
120000,天津市,2012,4.9851189,9.1574841,11.246061,4385,120000,Tianjin (city),9.3223915,5.1021624,11.401595,9.3369799,3,1,18,2,1,14,1.093805,1.3455611,1.0919092
120000,天津市,2013,5.0419378,9.2366428,11.317825,4756,120000,Tianjin (city),9.3115873,5.1419888,11.378592,9.3269272,3,1,18,2,1,14,1.0920175,1.3388548,1.0908924
120000,天津市,2014,5.0955982,9.3102903,11.384697,5127,120000,Tianjin (city),9.3681698,5.1372728,11.437797,9.3826046,3,1,18,2,1,14,1.0902874,1.332554,1.0899497
120000,天津市,2015,5.1465063,9.3792009,11.447441,5498,120000,Tianjin (city),9.3931065,5.1899185,11.450659,9.4079437,3,1,18,2,1,14,1.0886197,1.3266156,1.0890759
120000,天津市,2016,5.1951714,9.444293,11.506951,5869,120000,Tianjin (city),9.4214439,5.217205,11.474117,9.4362659,3,1,18,2,1,14,1.0870117,1.3209841,1.0882548
120000,天津市,2017,5.2422118,9.5065222,11.56413,6240,120000,Tianjin (city),9.477932,5.1760926,11.514801,9.4913845,3,1,18,2,1,14,1.0854566,1.3156034,1.0874704
120000,天津市,2018,5.288301,9.566783,11.619798,6611,120000,Tianjin (city),9.5178013,5.2126536,11.545036,9.5312099,3,1,18,2,1,14,1.0839463,1.3104227,1.0867108
120000,天津市,2019,5.3339467,9.6259022,11.674652,6982,120000,Tianjin (city),9.5206776,5.2561121,11.591655,9.5346375,3,1,18,2,1,14,1.0824718,1.3053989,1.0859678
120000,天津市,2020,5.379468,9.6845808,11.729204,7353,120000,Tianjin (city),9.5087242,5.3297291,11.608039,9.523922,3,1,18,2,1,14,1.0810218,1.3004949,1.0852402
130100,石家庄市,2001,5.1701689,6.9618783,9.4228287,77,130000,Hebei (province),6.8977008,5.1411052,9.3622913,7.056951,7,3,,3,2,,1.0332617,1.2657958,1.3583633
130100,石家庄市,2002,5.2440639,7.0796828,9.529851,448,130000,Hebei (province),7.0092421,5.2079158,9.4689293,7.1620317,7,3,,3,2,,1.0320407,1.2578119,1.3517606
130100,石家庄市,2003,5.3178864,7.1973267,9.6367216,819,130000,Hebei (province),7.089169,5.2720809,9.5176239,7.2397404,7,3,,3,2,,1.0308478,1.2501969,1.3454062
130100,石家庄市,2004,5.3914733,7.3144736,9.7431374,1190,130000,Hebei (province),7.2301006,5.4120536,9.6750736,7.380538,7,3,,3,2,,1.0296845,1.2429492,1.3392904
130100,石家庄市,2005,5.4645472,7.4305172,9.8484964,1561,130000,Hebei (province),7.4274693,5.4432502,9.8531361,7.5562916,7,3,,3,2,,1.0285441,1.2360591,1.3334125
130100,石家庄市,2006,5.5368814,7.5446382,9.9520273,1932,130000,Hebei (province),7.5647917,5.4948735,9.9718351,7.6836371,7,3,,3,2,,1.0274143,1.2295058,1.327785
130100,石家庄市,2007,5.6081972,7.6560125,10.052971,2303,130000,Hebei (province),7.6922841,5.5705943,10.088313,7.80546,7,3,,3,2,,1.026293,1.223284,1.32242
130100,石家庄市,2008,5.6781096,7.763864,10.150616,2674,130000,Hebei (province),7.822659,5.6890407,10.208714,7.9345655,7,3,,3,2,,1.0251821,1.2173933,1.3173307
130100,石家庄市,2009,5.746141,7.8675089,10.24434,3045,130000,Hebei (province),7.8909836,5.7467265,10.269568,8.0017691,7,3,,3,2,,1.0240885,1.2118382,1.3125201
130100,石家庄市,2010,5.8118401,7.9664092,10.333668,3416,130000,Hebei (province),8.0795975,5.8429508,10.438799,8.1810846,7,3,,3,2,,1.0230253,1.2066324,1.3080002
130100,石家庄市,2011,5.8747568,8.0600872,10.418184,3787,130000,Hebei (province),8.1969128,5.9622655,10.54505,8.2985935,7,3,,3,2,,1.0219996,1.2017798,1.3037807
130100,石家庄市,2012,5.9345198,8.1483459,10.497739,4158,130000,Hebei (province),8.3002491,6.0508966,10.640972,8.4005175,7,3,,3,2,,1.0210223,1.1972828,1.29986
130100,石家庄市,2013,5.9909763,8.2313318,10.572497,4529,130000,Hebei (province),8.2915478,6.0943704,10.619871,8.3969126,7,3,,3,2,,1.0201035,1.1931345,1.29623
130100,石家庄市,2014,6.0442634,8.3095713,10.642984,4900,130000,Hebei (province),8.3734236,6.0952687,10.70693,8.4709797,7,3,,3,2,,1.0192553,1.189324,1.2928694
130100,石家庄市,2015,6.0947785,8.3837414,10.709844,5271,130000,Hebei (province),8.3885727,6.1386094,10.709053,8.4887829,7,3,,3,2,,1.0184762,1.1858156,1.2897441
130100,石家庄市,2016,6.1430449,8.4546776,10.773876,5642,130000,Hebei (province),8.417037,6.1699619,10.732557,8.5175228,7,3,,3,2,,1.0177612,1.1825656,1.2868099
130100,石家庄市,2017,6.1896963,8.5232277,10.835884,6013,130000,Hebei (province),8.4908266,6.1125941,10.792141,8.5794916,7,3,,3,2,,1.0171005,1.1795257,1.2840214
130100,石家庄市,2018,6.2354331,8.590147,10.896564,6384,130000,Hebei (province),8.546772,6.1584239,10.840136,8.6345825,7,3,,3,2,,1.0164798,1.1766467,1.2813402
130100,石家庄市,2019,6.2807636,8.6561089,10.956503,6755,130000,Hebei (province),8.5875235,6.1908598,10.894979,8.6746378,7,3,,3,2,,1.0158852,1.1738822,1.2787355
130100,石家庄市,2020,6.3260036,8.7216768,11.01615,7126,130000,Hebei (province),8.5643625,6.2897043,10.898908,8.6622438,7,3,,3,2,,1.0153031,1.1711913,1.2761919
130200,唐山市,2001,5.2764997,7.054647,9.7627831,78,130000,Hebei (province),6.9868908,5.2494249,9.6995659,7.1489806,4,3,,2,2,,1.0705394,1.2826629,1.3862996
130200,唐山市,2002,5.3505063,7.1810088,9.8792906,449,130000,Hebei (province),7.0712914,5.3135877,9.7764893,7.2303786,4,3,,2,2,,1.0698835,1.2758139,1.3791983
130200,唐山市,2003,5.4244452,7.3072014,9.9956398,820,130000,Hebei (province),7.1916494,5.3679709,9.869381,7.3413024,4,3,,2,2,,1.0692415,1.2692826,1.3723651
130200,唐山市,2004,5.4981561,7.4327812,10.111416,1191,130000,Hebei (province),7.345799,5.515296,10.04138,7.4945059,4,3,,2,2,,1.0686053,1.2630532,1.3657913
130200,唐山市,2005,5.5713387,7.5570154,10.225889,1562,130000,Hebei (province),7.5185456,5.5581641,10.192419,7.6502795,4,3,,2,2,,1.0679576,1.2571019,1.3594708
130200,唐山市,2006,5.643734,7.6789536,10.338152,1933,130000,Hebei (province),7.7108817,5.6073523,10.371622,7.8260169,4,3,,2,2,,1.0672765,1.2513944,1.3534091
130200,唐山市,2007,5.7150507,7.7975502,10.447216,2304,130000,Hebei (province),7.843461,5.6878104,10.493742,7.9530578,4,3,,2,2,,1.066541,1.2458991,1.3476161
130200,唐山市,2008,5.7849069,7.9118385,10.552176,2675,130000,Hebei (province),7.939539,5.7884645,10.576356,8.0496111,4,3,,2,2,,1.0657384,1.2405961,1.3421078
130200,唐山市,2009,5.8528519,8.0209665,10.652241,3046,130000,Hebei (province),8.1263218,5.8592386,10.767422,8.2249117,4,3,,2,2,,1.0648648,1.2354754,1.3368948
130200,唐山市,2010,5.9184446,8.1241531,10.746682,3417,130000,Hebei (province),8.2545214,5.9551353,10.870378,8.3501225,4,3,,2,2,,1.0639133,1.230525,1.3319924
130200,唐山市,2011,5.9812598,8.2208786,10.83506,3788,130000,Hebei (province),8.3652525,6.0580621,10.969573,8.460145,4,3,,2,2,,1.0628941,1.2257543,1.3274168
130200,唐山市,2012,6.0409636,8.3109493,10.917241,4159,130000,Hebei (province),8.4671803,6.1579571,11.063869,8.5618887,4,3,,2,2,,1.0618236,1.221175,1.3231748
130200,唐山市,2013,6.0974135,8.3945341,10.99343,4530,130000,Hebei (province),8.4910994,6.1958137,11.079062,8.5870752,4,3,,2,2,,1.0607178,1.2167908,1.3192592
130200,唐山市,2014,6.1507616,8.4721909,11.064199,4901,130000,Hebei (province),8.5454121,6.1983776,11.13572,8.6367617,4,3,,2,2,,1.0595942,1.2125993,1.3156494
130200,唐山市,2015,6.2014036,8.5447197,11.130333,5272,130000,Hebei (province),8.5646601,6.2421622,11.142315,8.6581764,4,3,,2,2,,1.0584636,1.2085847,1.3123076
130200,唐山市,2016,6.249856,8.6131039,11.192795,5643,130000,Hebei (province),8.594492,6.2649889,11.167377,8.6873846,4,3,,2,2,,1.0573347,1.2047248,1.3091841
130200,唐山市,2017,6.2967358,8.6783762,11.252579,6014,130000,Hebei (province),8.6507282,6.2308946,11.207649,8.7359295,4,3,,2,2,,1.0562131,1.2009966,1.3062261
130200,唐山市,2018,6.3426995,8.7415228,11.310615,6385,130000,Hebei (province),8.6752167,6.2668676,11.2208,8.7613611,4,3,,2,2,,1.0551044,1.1973816,1.3033828
130200,唐山市,2019,6.388237,8.8034601,11.367722,6756,130000,Hebei (province),8.6858568,6.3174467,11.264743,8.7753592,4,3,,2,2,,1.0540134,1.1938649,1.3006166
130200,唐山市,2020,6.4336505,8.8649397,11.424493,7127,130000,Hebei (province),8.6819916,6.3838997,11.290086,8.7777109,4,3,,2,2,,1.0529381,1.1904293,1.2979084
130300,秦皇岛市,2001,4.0152454,5.6160812,9.4391193,76,130000,Hebei (province),5.5499325,3.9901817,9.3766689,5.7407084,8,6,28,3,3,19,1.035048,1.0211055,1.0549291
130300,秦皇岛市,2002,4.0887346,5.7378058,9.5503931,447,130000,Hebei (province),5.6173763,4.0521779,9.4349384,5.8072085,8,6,28,3,3,19,1.0342653,1.0194073,1.0539519
130300,秦皇岛市,2003,4.1621609,5.859365,9.6615105,818,130000,Hebei (province),5.7544351,4.1079845,9.5459127,5.9306822,8,6,28,3,3,19,1.0334995,1.017789,1.0530118
130300,秦皇岛市,2004,4.2353706,5.9802918,9.772027,1189,130000,Hebei (province),5.8833857,4.2461329,9.6901541,6.0611248,8,6,28,3,3,19,1.0327377,1.0162315,1.0521041
130300,秦皇岛市,2005,4.308074,6.0998588,9.8812094,1560,130000,Hebei (province),6.0323772,4.2942033,9.8153133,6.1943612,8,6,28,3,3,19,1.0319605,1.0147054,1.0512197
130300,秦皇岛市,2006,4.3800087,6.2170935,9.9881182,1931,130000,Hebei (province),6.267251,4.3405051,10.040784,6.4031982,8,6,28,3,3,19,1.0311402,1.0131636,1.0503584
130300,秦皇岛市,2007,4.4508772,6.3308573,10.091651,2302,130000,Hebei (province),6.373611,4.4284554,10.134056,6.5072365,8,6,28,3,3,19,1.0302418,1.0115496,1.0495224
130300,秦皇岛市,2008,4.5202837,6.440135,10.190836,2673,130000,Hebei (province),6.499001,4.5241518,10.248989,6.6289606,8,6,28,3,3,19,1.0292443,1.0098293,1.0487132
130300,秦皇岛市,2009,4.5877757,6.5440197,10.284807,3044,130000,Hebei (province),6.6525173,4.590559,10.403254,6.7722583,8,6,28,3,3,19,1.0281339,1.0079802,1.047929
130300,秦皇岛市,2010,4.6529117,6.6417513,10.372845,3415,130000,Hebei (province),6.7750959,4.690187,10.500101,6.8922729,8,6,28,3,3,19,1.0269037,1.005993,1.0471742
130300,秦皇岛市,2011,4.7152557,6.7328396,10.454526,3786,130000,Hebei (province),6.9197845,4.794003,10.636548,7.0325236,8,6,28,3,3,19,1.0255647,1.0038838,1.0464534
130300,秦皇岛市,2012,4.7744651,6.8171301,10.529743,4157,130000,Hebei (province),6.9996834,4.8934088,10.706619,7.1145201,8,6,28,3,3,19,1.0241351,1.0016797,1.0457689
130300,秦皇岛市,2013,4.8303952,6.8949342,10.598846,4528,130000,Hebei (province),6.9579787,4.9314036,10.649175,7.0817757,8,6,28,3,3,19,1.0226458,.99942321,1.0451224
130300,秦皇岛市,2014,4.8831973,6.9670196,10.662627,4899,130000,Hebei (province),7.0015988,4.9320664,10.694041,7.1204877,8,6,28,3,3,19,1.0211364,.99716866,1.044517
130300,秦皇岛市,2015,4.9332767,7.0343122,10.722002,5270,130000,Hebei (province),7.023231,4.9733791,10.70336,7.1443453,8,6,28,3,3,19,1.0196325,.99494916,1.0439534
130300,秦皇岛市,2016,4.9811592,7.0978241,10.777967,5641,130000,Hebei (province),7.0513682,4.9929724,10.726467,7.1715117,8,6,28,3,3,19,1.0181477,.99278086,1.0434247
130300,秦皇岛市,2017,5.027472,7.1585398,10.831472,6012,130000,Hebei (province),7.1318932,4.9604373,10.793331,7.2398605,8,6,28,3,3,19,1.0166863,.99066716,1.0429238
130300,秦皇岛市,2018,5.0728717,7.2173276,10.883337,6383,130000,Hebei (province),7.1723709,4.9965796,10.824188,7.2798958,8,6,28,3,3,19,1.015246,.98860294,1.0424415
130300,秦皇岛市,2019,5.1178474,7.2749887,10.934286,6754,130000,Hebei (province),7.1741343,5.0490499,10.838655,7.2869477,8,6,28,3,3,19,1.0138253,.98658413,1.041971
130300,秦皇岛市,2020,5.1626968,7.3322129,10.984898,7125,130000,Hebei (province),7.1573629,5.1122398,10.849669,7.2790179,8,6,28,3,3,19,1.0124228,.98460698,1.0415094
130400,邯郸市,2001,4.8664017,6.455236,8.994236,73,130000,Hebei (province),6.3799176,4.8334374,8.9218903,6.5730114,10,4,4,3,2,4,.98626423,1.1736791,1.2785542
130400,邯郸市,2002,4.9402823,6.5760207,9.104434,444,130000,Hebei (province),6.5107937,4.8996816,9.0487919,6.6928363,10,4,4,3,2,4,.9859699,1.1683288,1.273455
130400,邯郸市,2003,5.01408,6.6966171,9.2144508,815,130000,Hebei (province),6.5444036,4.9813666,9.0475636,6.7346096,10,4,4,3,2,4,.98567718,1.1632222,1.2685442
130400,邯郸市,2004,5.0876122,6.8166742,9.323967,1186,130000,Hebei (province),6.7383003,5.103786,9.2621288,6.9164858,10,4,4,3,2,4,.98538536,1.1583581,1.2638085
130400,邯郸市,2005,5.1606116,6.9354596,9.4322453,1557,130000,Hebei (province),6.9055443,5.1459904,9.4071894,7.0643597,10,4,4,3,2,4,.9850722,1.1537068,1.2592487
130400,邯郸市,2006,5.2328544,7.0520453,9.538394,1928,130000,Hebei (province),7.0937414,5.1930323,9.5815458,7.233036,10,4,4,3,2,4,.98471212,1.1492308,1.2548771
130400,邯郸市,2007,5.3040776,7.1654291,9.6414576,2299,130000,Hebei (province),7.1925044,5.2682376,9.6665516,7.3287668,10,4,4,3,2,4,.98428226,1.1448982,1.2507082
130400,邯郸市,2008,5.3739204,7.2747126,9.740591,2670,130000,Hebei (province),7.3400722,5.3775973,9.8057728,7.4715481,10,4,4,3,2,4,.98377085,1.1406931,1.2467582
130400,邯郸市,2009,5.4419322,7.379065,9.8350096,3041,130000,Hebei (province),7.4620552,5.4392266,9.9254065,7.5862894,10,4,4,3,2,4,.9831692,1.1366029,1.2430335
130400,邯郸市,2010,5.5076704,7.477819,9.9240932,3412,130000,Hebei (province),7.5926371,5.5453973,10.031096,7.7140498,10,4,4,3,2,4,.98247772,1.1326281,1.2395444
130400,邯郸市,2011,5.5706868,7.5705147,10.007446,3783,130000,Hebei (province),7.7225704,5.6508417,10.151073,7.8412132,10,4,4,3,2,4,.98170716,1.1287833,1.2362987
130400,邯郸市,2012,5.6306272,7.6569796,10.084941,4154,130000,Hebei (province),7.8090611,5.7487516,10.228546,7.928988,10,4,4,3,2,4,.98087311,1.1250836,1.2332972
130400,邯郸市,2013,5.6873379,7.737421,10.156811,4525,130000,Hebei (province),7.8263917,5.7773018,10.23597,7.9475932,10,4,4,3,2,4,.97999531,1.121542,1.2305336
130400,邯郸市,2014,5.7409606,7.8124261,10.223644,4896,130000,Hebei (province),7.8885903,5.7972879,10.301298,8.0050621,10,4,4,3,2,4,.979096,1.1181692,1.2279929
130400,邯郸市,2015,5.7918611,7.8828053,10.286232,5267,130000,Hebei (province),7.8874755,5.8343506,10.285559,8.0082169,10,4,4,3,2,4,.97819197,1.114962,1.2256424
130400,邯郸市,2016,5.8405466,7.9495587,10.345555,5638,130000,Hebei (province),7.8986888,5.8687859,10.290055,8.0220985,10,4,4,3,2,4,.97729963,1.1119139,1.2234443
130400,邯郸市,2017,5.8876309,8.0136986,10.402596,6009,130000,Hebei (province),7.9646378,5.8164382,10.340803,8.0750103,10,4,4,3,2,4,.97643024,1.1090121,1.2213594
130400,邯郸市,2018,5.9337983,8.0761099,10.458196,6380,130000,Hebei (province),8.0110722,5.8554649,10.378218,8.1206732,10,4,4,3,2,4,.97558695,1.1062357,1.2193563
130400,邯郸市,2019,5.9795542,8.1375551,10.513043,6751,130000,Hebei (province),8.0443859,5.8958874,10.423803,8.154727,10,4,4,3,2,4,.97476768,1.1035595,1.2174106
130400,邯郸市,2020,6.025209,8.1986332,10.567626,7122,130000,Hebei (province),8.051939,5.9847918,10.461711,8.1710958,10,4,4,3,2,4,.97396493,1.1009543,1.2155104
130500,邢台市,2001,4.5472493,5.8317237,8.7371645,79,130000,Hebei (province),5.779561,4.518959,8.6913557,6.0291386,10,5,10,3,3,8,.95807505,1.0603132,1.194703
130500,邢台市,2002,4.6212516,5.9537191,8.8483648,450,130000,Hebei (province),5.8974738,4.584362,8.8015289,6.1356888,10,5,10,3,3,8,.95823872,1.0577675,1.1912185
130500,邢台市,2003,4.6951833,6.0755839,8.9594507,821,130000,Hebei (province),5.9354534,4.6571579,8.8073168,6.18115,10,5,10,3,3,8,.95839959,1.055347,1.1878645
130500,邢台市,2004,4.7688813,6.1970477,9.0701904,1192,130000,Hebei (province),6.1400981,4.7856874,9.0305281,6.3697004,10,5,10,3,3,8,.95856547,1.0530649,1.1846329
130500,邢台市,2005,4.8420873,6.3174882,9.1799726,1563,130000,Hebei (province),6.291244,4.8220196,9.158638,6.4983425,10,5,10,3,3,8,.95872563,1.0509079,1.1815251
130500,邢台市,2006,4.9145861,6.4361424,9.288085,1934,130000,Hebei (province),6.4651923,4.8720417,9.3166714,6.6502471,10,5,10,3,3,8,.95887107,1.0488607,1.1785541
130500,邢台市,2007,4.9861107,6.5521808,9.3937645,2305,130000,Hebei (province),6.5567513,4.9466753,9.394556,6.7389665,10,5,10,3,3,8,.95899564,1.0469129,1.1757312
130500,邢台市,2008,5.0562892,6.6648464,9.4963169,2676,130000,Hebei (province),6.6876922,5.057548,9.515624,6.8665924,10,5,10,3,3,8,.95909989,1.0450646,1.1730673
130500,邢台市,2009,5.12465,6.7733946,9.5950508,3047,130000,Hebei (province),6.829031,5.1240292,9.655921,6.9960461,10,5,10,3,3,8,.95918143,1.043311,1.1705606
130500,邢台市,2010,5.1907253,6.8771367,9.6893253,3418,130000,Hebei (province),7.0024791,5.2313523,9.8077965,7.1596036,10,5,10,3,3,8,.95923585,1.0416456,1.1682135
130500,邢台市,2011,5.2540455,6.9755235,9.7786493,3789,130000,Hebei (province),7.1426201,5.3344698,9.9380035,7.2944455,10,5,10,3,3,8,.95926273,1.0400686,1.1660266
130500,邢台市,2012,5.3142433,7.0683198,9.8628283,4160,130000,Hebei (province),7.2484975,5.4329028,10.036902,7.3992777,10,5,10,3,3,8,.95927012,1.0385884,1.1639985
130500,邢台市,2013,5.371151,7.1557074,9.9420652,4531,130000,Hebei (province),7.216279,5.4747782,9.9897118,7.3777661,10,5,10,3,3,8,.95927525,1.0372224,1.1621222
130500,邢台市,2014,5.4248981,7.2383184,10.017,4902,130000,Hebei (province),7.2835093,5.4837241,10.060355,7.4365172,10,5,10,3,3,8,.95930618,1.0359988,1.160387
130500,邢台市,2015,5.4758744,7.3169374,10.088392,5273,130000,Hebei (province),7.2999897,5.5134401,10.064192,7.4548864,10,5,10,3,3,8,.959378,1.0349244,1.1587751
130500,邢台市,2016,5.5246153,7.3924608,10.157106,5644,130000,Hebei (province),7.3435183,5.552309,10.103944,7.4977474,10,5,10,3,3,8,.95949769,1.0339921,1.1572648
130500,邢台市,2017,5.5717506,7.4657431,10.22395,6015,130000,Hebei (province),7.4316936,5.4963937,10.178745,7.5665574,10,5,10,3,3,8,.95966184,1.0331808,1.1558316
130500,邢台市,2018,5.6179795,7.5375166,10.289597,6386,130000,Hebei (province),7.4855042,5.5358362,10.224199,7.6185665,10,5,10,3,3,8,.95985931,1.0324613,1.1544576
130500,邢台市,2019,5.6638126,7.608428,10.354606,6757,130000,Hebei (province),7.5395727,5.5779386,10.292055,7.6711521,10,5,10,3,3,8,.9600774,1.0318029,1.1531271
130500,邢台市,2020,5.7095551,7.6789947,10.419374,7128,130000,Hebei (province),7.5410533,5.673315,10.323207,7.6846972,10,5,10,3,3,8,.96030128,1.0311747,1.1518313
130600,保定市,2001,5.0178757,6.4256439,8.8825407,70,130000,Hebei (province),6.3828745,4.9888296,8.8460398,6.6044726,10,4,2,3,2,2,.97401631,1.1682987,1.3183511
130600,保定市,2002,5.0921569,6.5434489,8.989337,441,130000,Hebei (province),6.4850087,5.054585,8.9405966,6.699481,10,4,2,3,2,2,.97350538,1.1625419,1.3126037
130600,保定市,2003,5.1663651,6.6611471,9.0960426,812,130000,Hebei (province),6.5215006,5.1175365,8.9440117,6.7411351,10,4,2,3,2,2,.97301096,1.157061,1.3070718
130600,保定市,2004,5.240334,6.7784853,9.2024431,1183,130000,Hebei (province),6.7172904,5.260272,9.1587543,6.9266834,10,4,2,3,2,2,.97254235,1.1518687,1.301746
130600,保定市,2005,5.3137755,6.8948612,9.3079462,1554,130000,Hebei (province),6.8690257,5.2977657,9.2873249,7.0578122,10,4,2,3,2,2,.97209078,1.1469532,1.2966225
