id,county,finalclub_trend_lg_gdp_predicted
370505,垦利区,1
500231,垫江县,1
341302,埇桥区,1
630102,城东区,1
450202,城中区,1
630103,城中区,1
540102,城关区,1
630105,城北区,1
441502,城区,1
350302,城厢区,1
610722,城固县,1
630104,城西区,1
370214,城阳区,1
540103,堆龙德庆区,1
654201,塔城市,1
440118,增城区,1
130404,复兴区,1
320904,大丰区,1
110115,大兴区,1
420281,大冶市,1
131028,大厂回族自治县,1
510304,大安区,1
520521,大方县,1
211104,大洼区,1
500104,大渡口区,1
350425,大田县,1
430503,大祥区,1
511724,大竹县,1
510923,大英县,1
340803,大观区,1
500111,大足区,1
340402,大通区,1
510129,大邑县,1
430211,天元区,1
331023,天台县,1
320402,天宁区,1
650102,天山区,1
430103,天心区,1
370105,天桥区,1
440106,天河区,1
460204,天涯区,1
341181,天长市,1
429006,天门市,1
320585,太仓市,1
210711,太和区,1
341222,太和县,1
211011,太子河区,1
210904,太平区,1
411627,太康县,1
340825,太湖县,1
650106,头屯河区,1
420506,夷陵区,1
511126,夹江县,1
330213,奉化区,1
500236,奉节县,1
310120,奉贤区,1
370705,奎文区,1
320623,如东县,1
320682,如皋市,1
320508,姑苏区,1
321204,姜堰区,1
511024,威远县,1
431302,娄星区,1
330702,婺城区,1
420921,孝昌县,1
410883,孟州市,1
410306,孟津区,1
430182,宁乡市,1
350424,宁化县,1
513427,宁南县,1
341881,宁国市,1
130528,宁晋县,1
220702,宁江区,1
120117,宁河区,1
330226,宁海县,1
431126,宁远县,1
411423,宁陵县,1
360123,安义县,1
430721,安乡县,1
330523,安吉县,1
130683,安国市,1
610603,安塞区,1
530181,安宁市,1
510904,安居区,1
512021,安岳县,1
510705,安州区,1
131002,安次区,1
360302,安源区,1
350524,安溪县,1
522328,安龙县,1
211004,宏伟区,1
530111,官渡区,1
360728,定南县,1
469021,定安县,1
330902,定海区,1
610825,定边县,1
371703,定陶区,1
360924,宜丰县,1
320282,宜兴市,1
451203,宜州区,1
340811,宜秀区,1
431022,宜章县,1
420581,宜都市,1
410327,宜阳县,1
410421,宝丰县,1
120115,宝坻区,1
610602,宝塔区,1
310113,宝山区,1
321023,宝应县,1
341802,宣州区,1
511722,宣汉县,1
130629,容城县,1
220103,宽城区,1
130827,宽城满族自治县,1
450126,宾阳县,1
321302,宿城区,1
321311,宿豫区,1
610628,富县,1
330111,富阳区,1
510322,富顺县,1
370703,寒亭区,1
370783,寿光市,1
350924,寿宁县,1
510981,射洪市,1
320924,射阳县,1
350428,将乐县,1
410223,尉氏县,1
140105,小店区,1
632322,尖扎县,1
350426,尤溪县,1
350923,屏南县,1
341002,屯溪区,1
140405,屯留区,1
370406,山亭区,1
130303,山海关区,1
610323,岐山县,1
371103,岚山区,1
330921,岱山县,1
370911,岱岳区,1
430304,岳塘区,1
511621,岳池县,1
430621,岳阳县,1
430602,岳阳楼区,1
430104,岳麓区,1
370404,峄城区,1
511181,峨眉山市,1
130406,峰峰矿区,1
370212,崂山区,1
361024,崇仁县,1
320602,崇川区,1
510184,崇州市,1
310151,崇明区,1
460205,崖州区,1
330683,嵊州市,1
330922,嵊泗县,1
530127,嵩明县,1
340181,巢湖市,1
230403,工农区,1
410181,巩义市,1
500113,巴南区,1
540402,巴宜区,1
511902,巴州区,1
370103,市中区,1
511102,市中区,1
370402,市中区,1
511002,市中区,1
370203,市北区,1
370202,市南区,1
430482,常宁市,1
330822,常山县,1
320581,常熟市,1
130532,平乡县,1
450821,平南县,1
350628,平和县,1
520403,平坝区,1
140213,平城区,1
630203,平安区,1
210502,平山区,1
230108,平房区,1
451082,平果市,1
451103,平桂区,1
411503,平桥区,1
130881,平泉市,1
330482,平湖市,1
350128,平潭县,1
411723,平舆县,1
110117,平谷区,1
330326,平阳县,1
370124,平阴县,1
140603,平鲁区,1
361104,广信区,1
511602,广安区,1
341882,广德市,1
510681,广汉市,1
131003,广阳区,1
321002,广陵区,1
370523,广饶县,1
360483,庐山市,1
340124,庐江县,1
340103,庐阳区,1
652801,库尔勒市,1
420981,应城市,1
610822,府谷县,1
150603,康巴什区,1
440881,廉江市,1
350702,延平区,1
110119,延庆区,1
610621,延长县,1
230203,建华区,1
350430,建宁县,1
411003,建安区,1
330182,建德市,1
320925,建湖县,1
350783,建瓯市,1
320105,建邺区,1
350703,建阳区,1
500154,开州区,1
130205,开平区,1
511723,开江县,1
430105,开福区,1
520121,开阳县,1
340209,弋江区,1
320582,张家港市,1
370303,张店区,1
420303,张湾区,1
532504,弥勒市,1
340521,当涂县,1
420582,当阳市,1
610482,彬州市,1
511403,彭山区,1
510182,彭州市,1
360430,彭泽县,1
130609,徐水区,1
310104,徐汇区,1
370826,微山县,1
350526,德化县,1
371402,德城区,1
360426,德安县,1
441226,德庆县,1
520626,德江县,1
330521,德清县,1
140681,怀仁市,1
340822,怀宁县,1
340321,怀远县,1
520624,思南县,1
511903,恩阳区,1
520122,息烽县,1
441323,惠东县,1
350521,惠安县,1
320206,惠山区,1
445224,惠来县,1
371621,惠民县,1
522731,惠水县,1
441303,惠阳区,1
330282,慈溪市,1
510108,成华区,1
130424,成安县,1
110111,房山区,1
321182,扬中市,1
451421,扶绥县,1
610324,扶风县,1
130306,抚宁区,1
330105,拱墅区,1
420804,掇刀区,1
445203,揭东区,1
445222,揭西县,1
520304,播州区,1
211003,文圣区,1
532601,文山市,1
330328,文成县,1
469005,文昌市,1
440403,斗门区,1
440705,新会区,1
445321,新兴县,1
320411,新北区,1
130902,新华区,1
130105,新华区,1
320214,新吴区,1
610102,新城区,1
410323,新安县,1
410183,新密市,1
650104,新市区,1
360112,新建区,1
330624,新昌县,1
659011,新星市,1
431227,新晃侗族自治县,1
320381,新沂市,1
510118,新津区,1
420117,新洲区,1
350802,新罗区,1
411729,新蔡县,1
210903,新邱区,1
430522,新邵县,1
410184,新郑市,1
510114,新都区,1
411322,方城县,1
210212,旅顺口区,1
510603,旌阳区,1
340281,无为市,1
371623,无棣县,1
320583,昆山市,1
659009,昆玉市,1
110114,昌平区,1
360202,昌江区,1
469026,昌江黎族自治县,1
370786,昌邑市,1
130322,昌黎县,1
341182,明光市,1
210504,明山区,1
530602,昭阳区,1
530115,晋宁区,1
350111,晋安区,1
130183,晋州市,1
445281,普宁市,1
520422,普定县,1
310107,普陀区,1
330903,普陀区,1
130209,曹妃甸区,1
421303,曾都区,1
360602,月湖区,1
430112,望城区,1
340827,望江县,1
220104,朝阳区,1
110105,朝阳区,1
610112,未央区,1
370213,李沧区,1
340602,杜集区,1
422827,来凤县,1
341122,来安县,1
310110,杨浦区,1
610403,杨陵区,1
230109,松北区,1
310117,松江区,1
350724,松溪县,1
331124,松阳县,1
420583,枝江市,1
350926,柘荣县,1
330802,柯城区,1
330603,柯桥区,1
450205,柳北区,1
450204,柳南区,1
450206,柳江区,1
360404,柴桑区,1
320113,栖霞区,1
130111,栾城区,1
450881,桂平市,1
131102,桃城区,1
230903,桃山区,1
330483,桐乡市,1
340881,桐城市,1
330122,桐庐县,1
520322,桐梓县,1
370321,桓台县,1
130702,桥东区,1
130104,桥西区,1
130703,桥西区,1
420702,梁子湖区,1
500155,梁平区,1
320213,梁溪区,1
510725,梓潼县,1
331002,椒江区,1
532301,楚雄市,1
610802,榆阳区,1
370104,槐荫区,1
420606,樊城区,1
360982,樟树市,1
610803,横山区,1
361125,横峰县,1
450127,横州市,1
520324,正安县,1
130123,正定县,1
411724,正阳县,1
330723,武义县,1
430581,武冈市,1
610431,武功县,1
350782,武夷山市,1
451323,武宣县,1
350824,武平县,1
420106,武昌区,1
440203,武江区,1
120114,武清区,1
421182,武穴市,1
511622,武胜县,1
320412,武进区,1
131122,武邑县,1
410823,武陟县,1
430702,武陵区,1
450110,武鸣区,1
411421,民权县,1
530681,水富市,1
650105,水磨沟区,1
360425,永修县,1
330324,永嘉县,1
411481,永城市,1
640121,永宁县,1
350481,永安市,1
430802,永定区,1
350803,永定区,1
500118,永川区,1
130408,永年区,1
330784,永康市,1
350525,永春县,1
350125,永泰县,1
131023,永清县,1
520303,汇川区,1
420113,汉南区,1
610702,汉台区,1
420984,汉川市,1
511823,汉源县,1
610902,汉滨区,1
420105,汉阳区,1
411727,汝南县,1
410482,汝州市,1
410326,汝阳县,1
500105,江北区,1
330205,江北区,1
450105,江南区,1
441702,江城区,1
420115,江夏区,1
320115,江宁区,1
511523,江安县,1
420102,江岸区,1
451402,江州区,1
420103,江汉区,1
510781,江油市,1
500116,江津区,1
321012,江都区,1
510502,江阳区,1
320281,江阴市,1
421024,江陵县,1
410523,汤阴县,1
430681,汨罗市,1
370830,汶上县,1
410882,沁阳市,1
371321,沂南县,1
411624,沈丘县,1
210113,沈北新区,1
511129,沐川县,1
650103,沙依巴克区,1
350427,沙县区,1
500106,沙坪坝区,1
421002,沙市区,1
511111,沙湾区,1
652924,沙雅县,1
320322,沛县,1
130921,沧县,1
371312,河东区,1
120102,河东区,1
120105,河北区,1
120103,河西区,1
371603,沾化区,1
530303,沾益区,1
520627,沿河土家族自治县,1
510311,沿滩区,1
320311,泉山区,1
350505,泉港区,1
411726,泌阳县,1
341324,泗县,1
321323,泗阳县,1
321283,泰兴市,1
360826,泰和县,1
370902,泰山区,1
330329,泰顺县,1
510521,泸县,1
341823,泾县,1
610423,泾阳县,1
410328,洛宁县,1
350504,洛江区,1
410311,洛龙区,1
330305,洞头区,1
120112,津南区,1
430781,津市市,1
420111,洪山区,1
320813,洪泽区,1
421083,洪湖市,1
511423,洪雅县,1
370115,济阳区,1
430181,浏阳市,1
210112,浑南区,1
360403,浔阳区,1
410621,浚县,1
310115,浦东新区,1
320111,浦口区,1
330726,浦江县,1
360222,浮梁县,1
441521,海丰县,1
450502,海城区,1
330481,海宁市,1
320685,海安市,1
210902,海州区,1
320706,海州区,1
330203,海曙区,1
460202,海棠区,1
350205,海沧区,1
110108,海淀区,1
130302,海港区,1
330424,海盐县,1
320684,海门区,1
321202,海陵区,1
320826,涟水县,1
431382,涟源市,1
321111,润州区,1
510703,涪城区,1
500102,涪陵区,1
350303,涵江区,1
410622,淇县,1
410611,淇滨区,1
340311,淮上区,1
320803,淮安区,1
411603,淮阳区,1
320804,淮阴区,1
131182,深州市,1
330127,淳安县,1
410922,清丰县,1
441802,清城区,1
441803,清新区,1
320812,清江浦区,1
130608,清苑区,1
520181,清镇市,1
430212,渌口区,1
500103,渝中区,1
500112,渝北区,1
360502,渝水区,1
511725,渠县,1
410825,温县,1
331081,温岭市,1
510115,温江区,1
610404,渭城区,1
610302,渭滨区,1
450803,港南区,1
450602,港口区,1
510704,游仙区,1
520328,湄潭县,1
360429,湖口县,1
430381,湘乡市,1
430321,湘潭县,1
430624,湘阴县,1
630106,湟中区,1
340210,湾沚区,1
320117,溧水区,1
320481,溧阳市,1
210503,溪湖区,1
130607,满城区,1
130224,滦南县,1
130284,滦州市,1
371602,滨城区,1
330108,滨江区,1
120116,滨海新区,1
320211,滨湖区,1
350881,漳平市,1
350623,漳浦县,1
370702,潍城区,1
340406,潘集区,1
340882,潜山市,1
429005,潜江市,1
140406,潞城区,1
500152,潼南区,1
530481,澄江市,1
469023,澄迈县,1
430723,澧县,1
360402,濂溪区,1
440512,濠江区,1
410928,濮阳县,1
320724,灌南县,1
610111,灞桥区,1
211081,灯塔市,1
450323,灵川县,1
640181,灵武市,1
140729,灵石县,1
420504,点军区,1
340604,烈山区,1
370612,牟平区,1
371702,牡丹区,1
511123,犍为县,1
522726,独山县,1
650202,独山子区,1
420505,猇亭区,1
320102,玄武区,1
520622,玉屏侗族自治县,1
450902,玉州区,1
331083,玉环市,1
130229,玉田县,1
610202,王益区,1
371002,环翠区,1
511526,珙县,1
360203,珠山区,1
430405,珠晖区,1
341102,琅琊区,1
469002,琼海市,1
330381,瑞安市,1
360481,瑞昌市,1
340102,瑶海区,1
500120,璧山区,1
522725,瓮安县,1
330304,瓯海区,1
210211,甘井子区,1
451022,田东县,1
340403,田家庵区,1
451003,田阳区,1
440904,电白区,1
341282,界首市,1
520113,白云区,1
150206,白云鄂博矿区,1
620122,皋兰县,1
510723,盐亭县,1
640323,盐池县,1
440308,盐田区,1
320903,盐都区,1
211122,盘山县,1
520281,盘州市,1
320830,盱眙县,1
320507,相城区,1
340603,相山区,1
610326,眉县,1
320324,睢宁县,1
430204,石峰区,1
150205,石拐区,1
110107,石景山区,1
500240,石柱土家族自治县,1
511824,石棉县,1
659001,石河子市,1
350581,石狮市,1
430407,石鼓区,1
341321,砀山县,1
420104,硚口区,1
411725,确山县,1
610103,碑林区,1
520602,碧江区,1
330727,磐安县,1
431121,祁阳市,1
610881,神木市,1
410212,祥符区,1
350981,福安市,1
370611,福山区,1
522702,福泉市,1
350181,福清市,1
440304,福田区,1
450903,福绵区,1
350982,福鼎市,1
340304,禹会区,1
411081,禹州市,1
500241,秀山土家族苗族自治县,1
350305,秀屿区,1
330411,秀洲区,1
460105,秀英区,1
150502,科尔沁区,1
320104,秦淮区,1
610402,秦都区,1
130602,竞秀区,1
370114,章丘区,1
360702,章贡区,1
510185,简阳市,1
410104,管城回族区,1
650109,米东区,1
510421,米易县,1
520425,紫云苗族布依族自治县,1
500110,綦江区,1
340211,繁昌区,1
230605,红岗区,1
120106,红桥区,1
520302,红花岗区,1
360113,红谷滩区,1
510503,纳溪区,1
210911,细河区,1
520524,织金县,1
530626,绥江县,1
520323,绥阳县,1
341824,绩溪县,1
510683,绵竹市,1
220106,绿园区,1
331122,缙云县,1
530324,罗平县,1
371311,罗庄区,1
510604,罗江区,1
350123,罗源县,1
460108,美兰区,1
440229,翁源县,1
350213,翔安区,1
511502,翠屏区,1
610204,耀州区,1
420682,老河口市,1
210811,老边区,1
130926,肃宁县,1
340122,肥东县,1
130407,肥乡区,1
340123,肥西县,1
370281,胶州市,1
510302,自流井区,1
341523,舒城县,1
510903,船山区,1
220204,船营区,1
450108,良庆区,1
350602,芗城区,1
430102,芙蓉区,1
370602,芝罘区,1
511826,芦山县,1
430203,芦淞区,1
360323,芦溪县,1
340503,花山区,1
520111,花溪区,1
440114,花都区,1
330327,苍南县,1
510824,苍溪县,1
431003,苏仙区,1
210111,苏家屯区,1
320571,苏州工业园区,1
441881,英德市,1
410926,范县,1
420302,茅箭区,1
371503,茌平区,1
421003,荆州区,1
350304,荔城区,1
450381,荔浦市,1
510321,荣县,1
500153,荣昌区,1
511822,荥经县,1
410182,荥阳市,1
430202,荷塘区,1
371327,莒南县,1
371522,莘县,1
370613,莱山区,1
370116,莱芜区,1
130606,莲池区,1
610104,莲湖区,1
331102,莲都区,1
410724,获嘉县,1
511322,营山县,1
341322,萧县,1
330109,萧山区,1
230602,萨尔图区,1
341622,蒙城县,1
532503,蒙自市,1
510131,蒲江县,1
430408,蒸湘区,1
610122,蓝田县,1
120119,蓟州区,1
511323,蓬安县,1
510921,蓬溪县,1
370614,蓬莱区,1
420114,蔡甸区,1
350902,蕉城区,1
370403,薛城区,1
130109,藁城区,1
450422,藤县,1
320505,虎丘区,1
411425,虞城县,1
310109,虹口区,1
340303,蚌山区,1
340104,蜀山区,1
430422,衡南县,1
430423,衡山县,1
330803,衢江区,1
360902,袁州区,1
130108,裕华区,1
341503,裕安区,1
420602,襄城区,1
411025,襄城县,1
420607,襄州区,1
130502,襄都区,1
511325,西充县,1
110102,西城区,1
420203,西塞山区,1
640105,西夏区,1
220403,西安区,1
621002,西峰区,1
210803,西市区,1
411721,西平县,1
360103,西湖区,1
330106,西湖区,1
520402,西秀区,1
420502,西陵区,1
120111,西青区,1
450804,覃塘区,1
520115,观山湖区,1
230604,让胡路区,1
350624,诏安县,1
330681,诸暨市,1
340404,谢家集区,1
341602,谯城区,1
330225,象山县,1
451322,象州县,1
522325,贞丰县,1
510303,贡井区,1
522723,贵定县,1
341702,贵池区,1
360681,贵溪市,1
371325,费县,1
320305,贾汪区,1
511025,资中县,1
430902,资阳区,1
150105,赛罕区,1
360704,赣县区,1
320707,赣榆区,1
421281,赤壁市,1
520381,赤水市,1
430903,赫山区,1
330602,越城区,1
440104,越秀区,1
130203,路北区,1
130202,路南区,1
331004,路桥区,1
540104,达孜区,1
130227,迁西县,1
340802,迎江区,1
130903,运河区,1
420525,远安县,1
320703,连云区,1
350825,连城县,1
350122,连江县,1
511702,通川区,1
110112,通州区,1
320612,通州区,1
411728,遂平县,1
331123,遂昌县,1
440823,遂溪县,1
230104,道外区,1
520325,道真仡佬族苗族自治县,1
230102,道里区,1
411381,邓州市,1
450109,邕宁区,1
321003,邗江区,1
510183,邛崃市,1
130402,邯山区,1
320382,邳州市,1
430582,邵东市,1
350781,邵武市,1
371681,邹平市,1
511623,邻水县,1
340711,郊区,1
341821,郎溪县,1
371725,郓城县,1
510117,郫都区,1
371322,郯城县,1
411625,郸城县,1
522701,都匀市,1
510181,都江堰市,1
420704,鄂城区,1
330212,鄞州区,1
610118,鄠邑区,1
411024,鄢陵县,1
430281,醴陵市,1
330703,金东区,1
610303,金台区,1
320413,金坛区,1
451202,金城江区,1
510121,金堂县,1
341502,金安区,1
341524,金寨县,1
310116,金山区,1
210213,金州区,1
520523,金沙县,1
320831,金湖县,1
440404,金湾区,1
350527,金门县,1
520201,钟山区,1
451122,钟山县,1
320404,钟楼区,1
450702,钦南区,1
330114,钱塘区,1
220303,铁东区,1
420205,铁山区,1
450512,铁山港区,1
211221,铁岭县,1
220302,铁西区,1
230204,铁锋区,1
659006,铁门关市,1
361124,铅山县,1
340705,铜官区,1
320312,铜山区,1
500151,铜梁区,1
211202,银州区,1
450503,银海区,1
320205,锡山区,1
152502,锡林浩特市,1
510104,锦江区,1
520423,镇宁布依族苗族自治县,1
330211,镇海区,1
522625,镇远县,1
340202,镜湖区,1
340121,长丰县,1
350112,长乐区,1
330522,长兴县,1
410783,长垣市,1
140428,长子县,1
310105,长宁区,1
511524,长宁县,1
130102,长安区,1
610116,长安区,1
500115,长寿区,1
610428,长武县,1
430121,长沙县,1
350625,长泰区,1
450405,长洲区,1
370113,长清区,1
411082,长葛市,1
522729,长顺县,1
310112,闵行区,1
350121,闽侯县,1
350124,闽清县,1
511381,阆中市,1
610114,阎良区,1
341225,阜南县,1
320923,阜宁县,1
652302,阜康市,1
450603,防城区,1
441704,阳东区,1
371622,阳信县,1
420222,阳新县,1
450321,阳朔县,1
441721,阳西县,1
371521,阳谷县,1
652702,阿拉山口市,1
441581,陆丰市,1
450922,陆川县,1
441523,陆河县,1
610304,陈仓区,1
411203,陕州区,1
371403,陵城区,1
469028,陵水黎族自治县,1
511083,隆昌市,1
610113,雁塔区,1
450311,雁山区,1
430406,雁峰区,1
512002,雁江区,1
350211,集美区,1
511802,雨城区,1
340504,雨山区,1
430302,雨湖区,1
430111,雨花区,1
320114,雨花台区,1
431102,零陵区,1
654004,霍尔果斯市,1
150581,霍林郭勒市,1
341522,霍邱县,1
350921,霞浦县,1
360104,青云谱区,1
360803,青原区,1
420107,青山区,1
360111,青山湖区,1
310118,青浦区,1
331121,青田县,1
510113,青白江区,1
511425,青神县,1
450103,青秀区,1
341723,青阳县,1
321282,靖江市,1
451081,靖西市,1
610824,靖边县,1
310106,静安区,1
120118,静海区,1
430382,韶山市,1
110113,顺义区,1
210411,顺城区,1
511302,顺庆区,1
350721,顺昌县,1
341226,颍上县,1
341203,颍东区,1
341202,颍州区,1
341204,颍泉区,1
445122,饶平县,1
131124,饶阳县,1
230110,香坊区,1
131024,香河县,1
440402,香洲区,1
350105,马尾区,1
530304,马龙区,1
411702,驿城区,1
511525,高县,1
511303,高坪区,1
360983,高安市,1
440981,高州市,1
440608,高明区,1
320118,高淳区,1
321203,高港区,1
441204,高要区,1
130127,高邑县,1
321084,高邮市,1
610117,高陵区,1
450203,鱼峰区,1
530621,鲁甸县,1
210804,鲅鱼圈区,1
340207,鸠江区,1
230302,鸡冠区,1
130431,鸡泽县,1
431202,鹤城区,1
130804,鹰手营子矿区,1
330302,鹿城区,1
450223,鹿寨县,1
130110,鹿泉区,1
411628,鹿邑县,1
530302,麒麟区,1
421181,麻城市,1
522635,麻江县,1
440811,麻章区,1
440112,黄埔区,1
370211,黄岛区,1
331003,黄岩区,1
421102,黄州区,1
310101,黄浦区,1
420202,黄石港区,1
420116,黄陂区,1
610632,黄陵县,1
130983,黄骅市,1
500114,黔江区,1
520522,黔西市,1
430703,鼎城区,1
441203,鼎湖区,1
320106,鼓楼区,1
320302,鼓楼区,1
350102,鼓楼区,1
371425,齐河县,1
410202,龙亭区,1
230603,龙凤区,1
460106,龙华区,1
360783,龙南市,1
450406,龙圩区,1
211303,龙城区,1
340302,龙子湖区,1
220402,龙山区,1
350603,龙文区,1
230202,龙沙区,1
331181,龙泉市,1
510112,龙泉驿区,1
350681,龙海区,1
211403,龙港区,1
330383,龙港市,1
330825,龙游县,1
330303,龙湾区,1
522730,龙里县,1
441324,龙门县,1
510504,龙马潭区,1
450305,七星区,2
620103,七里河区,2
361129,万年县,2
140109,万柏林区,2
511781,万源市,2
450403,万秀区,2
360922,万载县,2
450226,三江侗族自治县,2
131082,三河市,2
522624,三穗县,2
522732,三都水族自治县,2
450621,上思县,2
450125,上林县,2
360724,上犹县,2
410106,上街区,2
220421,东丰县,2
152525,东乌珠穆沁旗,2
130923,东光县,2
510402,东区,2
431122,东安县,2
530113,东川区,2
370923,东平县,2
220502,东昌区,2
150202,东河区,2
210403,东洲区,2
210681,东港市,2
441625,东源县,2
341721,东至县,2
220422,东辽县,2
371524,东阿县,2
532501,个旧市,2
410102,中原区,2
640521,中宁县,2
141129,中阳县,2
360981,丰城市,2
130826,丰宁满族自治县,2
350503,丰泽区,2
130208,丰润区,2
441423,丰顺县,2
141124,临县,2
622921,临夏县,2
622901,临夏市,2
370724,临朐县,2
431025,临武县,2
371329,临沭县,2
620723,临泽县,2
621124,临洮县,2
371581,临清市,2
130423,临漳县,2
140821,临猗县,2
530902,临翔区,2
130535,临西县,2
371424,临邑县,2
611022,丹凤县,2
420381,丹江口市,2
540502,乃东区,2
210727,义县,2
632821,乌兰县,2
152201,乌兰浩特市,2
150824,乌拉特中旗,2
150823,乌拉特前旗,2
150825,乌拉特后旗,2
150304,乌达区,2
