,region_id,year,id,city,trend_lg_agri_predicted,trend_lg_nonagri_predicted,trend_lg_gdppc_predicted,v1,v8,province_id,province,lg_nonagri_predicted,lg_agri_predicted,lg_gdppc_predicted,lg_totalgdp_predicted,lg101214,urban_population,total_population,emp_agri,emp_ind,emp_ser,emp_agri_gr,emp_nonagri,emp_nonagri_gr,agri_gdp,nonagri_gdp,non_agri_share,agri_gdp_empgr,nonagri_gdp_empgr,ln_total_population,urban_pop_percent,club_trend_lg_gdppc_predicted,club_trend_lg_nonagri_predicted,club_trend_lg_agri_predicted,fclub_trend_lg_gdppc_predicted,fclub_trend_lg_nonagri_predicted,fclub_trend_lg_agri_predicted,re_trend_lg_gdppc_predicted,re_trend_lg_nonagri_predicted,re_trend_lg_agri_predicted,W_lg_nonagri_predicted,W_lg_agri_predicted,W_lg_gdppc_predicted,W_lg_totalgdp_predicted,W_lg101214,W_urban_population,W_total_population,W_emp_agri,W_emp_ind,W_emp_ser,W_emp_agri_gr,W_emp_nonagri,W_emp_nonagri_gr,W_agri_gdp,W_nonagri_gdp,W_non_agri_share,W_agri_gdp_empgr,W_nonagri_gdp_empgr,W_ln_total_population,W_urban_pop_percent
10,0,2014,110000,北京市,4.9367385,9.8416815,11.510851,13,5125,110000,Beijing,9.871994,4.984848,11.536798,9.879509,8.842063,16917878.0,19943294.0,0.43000001,21.16,78.410004,0.0099999998,99.57,-0.0099999998,146.18135,19379.945,0.99251354,1.4618134,-193.79945,16.808403,0.84829909,4.0,,34.0,2.0,,28.0,1.1029284,1.4098264,1.0565157,7.928105775,4.7665159374999995,10.952198875,8.0069493125,7.978491537499999,2880723.3725,6036069.949999999,0.6575000024749998,51.748750375,47.593749875,-0.068749998325,99.34250075,0.06874999832500178,195.298778625,3794.1513874999996,0.9255724337499999,-25.27330569625,300.7481080000031,15.489808624999998,0.46571273124999996
11,0,2015,110000,北京市,4.9869232,9.9022255,11.562988,14,5496,110000,Beijing,9.9071741,5.0353055,11.561064,9.9148035,8.794096,17076888.0,20116886.0,0.5,19.43,80.07,0.07,99.5,-0.07,153.74655,20073.867,0.99239916,10.762259,-1405.1707,16.81707,0.84888327,4.0,,34.0,2.0,,28.0,1.1003869,1.4022391,1.0560684,7.958189424999999,4.802549025,10.970813375,8.037435275,7.9794647125000004,2911288.34125,6088462.3625,0.596250003725,50.4075005,48.996249750000004,-0.0612499982,99.403749375,0.06124999825000001,202.77696175000003,3906.6928875,0.92521099125,-18.805799625,159.70474174999998,15.498414125,0.46659504875
12,0,2016,110000,北京市,5.0350809,9.9598961,11.612637,15,5867,110000,Beijing,9.9485674,5.0632181,11.599051,9.9560957,8.7653208,17166484.0,20205976.0,0.47,18.5,81.029999,-0.029999999,99.529999,0.029999999,158.09848,20922.227,0.99250019,-4.7429543,627.66681,16.821489,0.84957463,4.0,,34.0,2.0,,28.0,1.097942,1.3950665,1.0556476,7.98625595,4.8298129874999995,10.993790500000001,8.0649467625,7.9834683,2931319.9174999995,6115422.9375,0.56749999995,48.821250375000005,50.61374974999999,-0.02874999985,99.43499862499999,0.031249999949999996,208.309525625,3985.548475,0.9256991800000001,-14.620494999999998,159.52478675000003,15.502826749999999,0.46772006375
13,0,2017,110000,北京市,5.0817585,10.015413,11.660473,16,6238,110000,Beijing,9.9861507,5.0230174,11.618679,9.9931173,8.6994495,17242334.0,20291018.0,0.41999999,17.49,82.089996,-0.050000001,99.580002,0.050000001,151.86887,21723.518,0.99305755,-7.5934434,1086.1759,16.825689,0.84975207,4.0,,34.0,2.0,,28.0,1.0955789,1.3882364,1.0552428,8.057097800000001,4.7891329874999995,11.050086999999998,8.1272036375,7.9756371999999995,2935694.25375,6131423.55,0.5987500147,44.988750624999994,54.4112505,0.031249999375,99.40000062499999,-0.03500000057500177,199.695031625,4244.6871875,0.9333731525,15.883521225,-182.02266800000365,15.506105999999997,0.46672626375000004
14,0,2018,110000,北京市,5.1275735,10.069468,11.707142,17,6609,110000,Beijing,10.026331,5.0538492,11.649254,10.033233,8.6811581,17209256.0,20369372.0,0.33000001,16.549999,83.129997,-0.090000004,99.68,0.1,156.62419,22614.146,0.99312168,-14.096178,2261.4148,16.829542,0.84485942,4.0,,34.0,2.0,,28.0,1.0932838,1.3816829,1.0548478,8.104528325,4.8232085499999995,11.088653749999999,8.173676925,7.976805875,2949190.46375,6155538.0125,0.38874999717500003,44.19625025,55.417499500000005,-0.2100000111,99.6137505,0.21374999860000002,206.64691512499996,4433.347862500001,0.93423106625,-68.4680054075,789.7766729999997,15.510055625000001,0.4673067425
15,0,2019,110000,北京市,5.1729956,10.122676,11.753182,18,6980,110000,Beijing,10.053488,5.1012173,11.689371,10.060531,8.644454,17299328.0,20441914.0,0.050000001,15.57,84.379997,-0.28,99.949997,0.27000001,164.22169,23236.689,0.99298227,-45.982075,6273.9063,16.833097,0.84626752,4.0,,34.0,2.0,,28.0,1.0910414,1.3753433,1.0544603,8.122767225,4.8753515625,11.143161249999999,8.19395875,7.9734588375,2970407.2612500004,6177485.637499999,0.2875000001,41.261250375,58.448749500000005,-0.10124999625,99.70999987500001,0.0962499964,217.56178737500002,4499.1812875,0.9323634575,-8.031213125,248.51191349999996,15.513619624999999,0.46955297375
16,0,2020,110000,北京市,5.2183113,10.175548,11.798987,19,7351,110000,Beijing,10.040947,5.1756916,11.7051,10.048627,8.6340504,17082172.0,20511508.0,,,,,,,176.91893,22947.104,0.99234915,,,16.836496,0.83280915,4.0,,34.0,2.0,,28.0,1.0888351,1.3691592,1.0540811,8.1230319875,4.950044462499999,11.173078875000002,8.199760925,7.9844830125,2912635.7525,6197066.4875,,,,,,,234.94777924999997,4488.981049999999,0.9274028162500001,,,15.516925875,0.45168784749999996
17,1,2004,120000,天津市,4.4827905,8.4141207,10.574864,23,1417,120000,Tianjin (city),8.1827364,4.4601126,10.357896,8.2066193,8.9724932,7226838.5,10217426.0,0.44999999,49.93,49.619999,-0.059999999,99.550003,0.050000001,86.497246,3578.6338,0.97639996,-5.1898346,178.93169,16.139605,0.70730519,4.0,1.0,26.0,2.0,1.0,23.0,1.1086407,1.4100012,1.1039052,6.2902100999999995,4.81909705,9.4061872,6.4999294333333335,9.378430416666667,1920547.6216666664,6373543.966666667,1.196666665,35.44333416666666,63.36333333333333,0.011666666566666664,98.80666466666665,-0.006666664866666665,137.08107133333334,631.44111,0.8113386216666666,-4.671536776666667,19.509622033333333,15.558896333333333,0.282733525
18,1,2005,120000,天津市,4.5481734,8.515132,10.666271,24,1788,120000,Tianjin (city),8.4035912,4.4991126,10.562346,8.423542,8.9698086,7277574.0,10276223.0,0.41999999,50.23,49.349998,-0.029999999,99.580002,0.029999999,89.937286,4463.0654,0.9802466,-2.6981184,133.89195,16.145344,0.70819539,4.0,1.0,26.0,2.0,1.0,23.0,1.1068034,1.4009211,1.1021285,6.4506434499999985,4.86034695,9.545027733333333,6.639355116666667,9.379634016666666,1937914.573333333,6410201.549999999,0.9583333366666666,37.41833333333333,61.623332999999995,-0.23833333386666664,99.04166649999999,0.23499999953333334,142.63541299999997,747.0277799999999,0.82852732,-39.06045871666666,148.40102733333333,15.56463033333333,0.28378567
19,1,2006,120000,天津市,4.6134996,8.6155653,10.757136,25,2159,120000,Tianjin (city),8.6038904,4.5507498,10.750988,8.621109,8.9683771,7472319.5,10331546.0,0.37,50.450001,49.18,-0.050000001,99.629997,0.050000001,94.703392,5452.832,0.98292875,-4.7351699,272.6416,16.150713,0.72325277,4.0,1.0,26.0,2.0,1.0,23.0,1.1049821,1.3921471,1.1004189,6.619057333333332,4.911062883333333,9.697231149999999,6.788696366666667,9.379959733333333,2032169.7266666663,6447945.666666666,0.8949999933333332,37.753333166666664,61.35000033333333,-0.06333333583333334,99.10333366666667,0.06166666816666666,150.09885066666666,877.3487399999999,0.8444183083333333,-6.8046706,34.691877,15.570515499999999,0.29615825
20,1,2007,120000,天津市,4.6785903,8.7145624,10.846657,26,2530,120000,Tianjin (city),8.7260752,4.6270657,10.861675,8.742528,8.9678917,7576196.0,10392458.0,0.37,49.599998,50.029999,0.0,99.629997,0.0,102.21369,6161.4976,0.98368162,0.0,0.0,16.156591,0.72900903,4.0,1.0,26.0,2.0,1.0,23.0,1.1031548,1.3836532,1.0987856,6.738568399999999,4.989223583333334,9.805333099999999,6.902088816666667,9.375920283333333,2079944.9333333333,6486834.416666667,0.8466666616666666,37.768333500000004,61.38333333333334,-0.048333333166666666,99.15166583333331,0.048333333166666666,162.25970916666665,988.9612816666665,0.8496120466666667,-9.337586283333332,50.354443383333326,15.576562666666664,0.3021146966666666
21,1,2008,120000,天津市,4.7431083,8.8112373,10.934014,27,2901,120000,Tianjin (city),8.8485718,4.7285738,10.973278,8.864686,8.9646988,7635721.5,10456699.0,0.34999999,46.919998,52.720001,-0.02,99.639999,0.0099999998,113.13409,6964.4351,0.98401511,-2.2626817,69.644348,16.162754,0.73022294,4.0,1.0,26.0,2.0,1.0,23.0,1.1013111,1.3754359,1.0972376,6.844367816666667,5.093986849999999,9.901217033333332,7.0080754,9.371440816666667,2104940.248333333,6527104.133333334,0.8249999999999998,37.58999983333334,61.58333266666666,-0.021666667033333337,99.1733335,0.021666666666666664,180.51648233333333,1103.3430866666667,0.8495024016666668,-1.8019720499999998,6.539358666666666,15.582755666666664,0.30384517166666664
22,1,2009,120000,天津市,4.8065891,8.9047318,11.01843,28,3272,120000,Tianjin (city),8.95821,4.8030162,11.079159,8.9737711,8.9660358,7690368.0,10524047.0,0.37,47.700001,51.939999,0.02,99.639999,0.0,121.87747,7771.4341,0.98455942,2.4375494,0.0,16.169174,0.73074245,4.0,1.0,26.0,2.0,1.0,23.0,1.0994513,1.3675057,1.0957757,6.96062375,5.159592866666666,10.019683533333334,7.117846966666667,9.365902266666666,2121092.8133333335,6569188.166666667,0.69166666,37.066666999999995,62.238333499999996,-0.13333333349999998,99.30500033333334,0.1316666635,192.52350616666666,1217.4778466666667,0.8551976583333332,-23.66700553333333,112.97900133333331,15.589182999999998,0.3043595633333333
23,1,2010,120000,天津市,4.8685312,8.9942827,11.099221,29,3643,120000,Tianjin (city),9.090353,4.8980765,11.186397,9.1053514,8.9610853,7683150.5,10457248.0,0.34999999,47.529999,52.130001,-0.02,99.660004,0.02,134.03172,8869.3164,0.98511314,-2.6806345,177.38632,16.162806,0.73472011,4.0,1.0,26.0,2.0,1.0,23.0,1.0975837,1.3598846,1.0944028,7.133123483333333,5.262564416666666,10.163920433333333,7.279594333333333,9.35957905,2143921.38,6527024.916666667,0.6766666783333333,37.086667,62.23666633333333,-0.014999998533333331,99.32333499999999,0.01833333186666667,213.08574166666665,1462.7383866666664,0.864177465,-8.351358516666666,57.92234783333333,15.582733000000001,0.31010153
24,1,2011,120000,天津市,4.9284248,9.079258,11.175858,30,4014,120000,Tianjin (city),9.2257996,5.0055847,11.313367,9.2403879,8.954566,7728038.0,10530766.0,0.22,58.84,40.93,-0.13,99.769997,0.11,149.24432,10155.793,0.98551732,-19.401762,1117.1372,16.169811,0.73385334,4.0,1.0,26.0,2.0,1.0,23.0,1.0957233,1.3526018,1.0931244,7.251803883333333,5.371290366666667,10.271963666666666,7.39738225,9.355494466666666,2134944.8,6557950.216666666,0.5033333316666667,39.848333999999994,59.64833316666666,-0.1733333348,99.49666616666667,0.1733333348,238.21812333333335,1641.5186833333332,0.8650261666666665,-35.05546426666667,222.5392853333333,15.587323499999998,0.30797118
25,1,2012,120000,天津市,4.9858322,9.1592674,11.248029,31,4385,120000,Tianjin (city),9.3223915,5.1021624,11.401595,9.3369799,8.9471169,9764152.0,12958111.0,0.19,56.259998,43.549999,-0.029999999,99.809998,0.039999999,164.37697,11185.7,0.98551756,-4.9313087,447.42801,16.377232,0.75351661,4.0,1.0,26.0,2.0,1.0,23.0,1.0938848,1.3456751,1.0919409,7.340158716666667,5.462997099999999,10.3535635,7.486373283333332,9.349818116666667,2257310.673333333,6509877.166666666,0.4366666683333333,42.056667499999996,57.50666666666666,-0.06666666826666667,99.56333283333332,0.06666666826666667,260.6006683333333,1795.429133333333,0.8645060866666666,-14.637829166666666,155.291019,15.575125166666664,0.32559360333333337
26,1,2013,120000,天津市,5.0405111,9.2342882,11.315765,32,4756,120000,Tianjin (city),9.3115873,5.1419888,11.378592,9.3269272,8.9384317,9967510.0,13024074.0,0.18000001,54.709999,45.110001,-0.0099999998,99.82,0.0099999998,171.05562,11065.499,0.98477685,-1.7105561,110.65499,16.382311,0.76531428,4.0,1.0,26.0,2.0,1.0,23.0,1.0920849,1.3391104,1.0908512,7.365684516666667,5.5110422833333335,10.362904333333335,7.5132339166666675,9.343053466666667,2308050.4966666666,6540490.55,0.431666665,40.366666833333326,59.20166666666666,-0.005000000300000002,99.56833266666666,0.005000000300000002,273.2248333333333,1839.6177216666665,0.8630905233333332,-5.2253292999999985,47.53020566666666,15.579819333333333,0.33149953666666665
27,1,2014,120000,天津市,5.0925083,9.3047018,11.379481,33,5127,120000,Tianjin (city),9.3681698,5.1372728,11.437797,9.3826046,8.9324245,10017739.0,13083202.0,0.17,55.279999,44.549999,-0.0099999998,99.830002,0.0099999998,170.25084,11709.664,0.98566902,-1.7025083,117.09664,16.386839,0.76569474,4.0,1.0,26.0,2.0,1.0,23.0,1.0903411,1.3329037,1.0898521,7.430261066666667,5.512881483333333,10.4306165,7.569474233333333,9.33354395,2338607.74,6570037.666666667,0.4233333349999999,39.10000016666667,60.47666683333333,-0.008333333333333335,99.57666633333332,0.008333333333333335,273.82935333333336,1974.1000333333332,0.8702867999999999,-2.9349751,17.96943433333333,15.584363333333332,0.3330698749999999
28,1,2015,120000,天津市,5.1421251,9.3710871,11.439752,34,5498,120000,Tianjin (city),9.3931065,5.1899185,11.450659,9.4079437,8.9291115,10074404.0,13197034.0,0.18000001,51.34,48.48,0.0099999998,99.82,-0.0099999998,179.45393,12005.336,0.98527229,1.7945393,-120.05336,16.395502,0.76338392,4.0,1.0,26.0,2.0,1.0,23.0,1.088659,1.3270254,1.0889351,7.454999849999999,5.551563016666667,10.443340333333332,7.595865416666666,9.326288083333331,2371191.258333333,6627321.8,0.37666665000000005,38.32166616666666,61.30166699999999,-0.046666668499999994,99.62333299999999,0.04666666850000237,285.10117999999994,2021.6544166666663,0.8688363733333331,-11.873027083333334,76.31539383334375,15.593048333333332,0.3343744933333333
29,1,2016,120000,天津市,5.189774,9.4341784,11.497293,35,5869,120000,Tianjin (city),9.4214439,5.217205,11.474117,9.4362659,8.924572,10133308.0,13255474.0,0.30000001,47.669998,52.040001,0.12,99.709999,-0.11,184.41803,12350.402,0.98528755,22.130163,-1358.5442,16.399921,0.76446211,4.0,1.0,26.0,2.0,1.0,23.0,1.0870366,1.3214301,1.0880804,7.498695916666667,5.577971933333333,10.4829915,7.637116983333334,9.323432816666665,2398793.3916666666,6656684.883333333,0.356666665,37.001667,62.643333,-0.020000000499999997,99.64500183333332,0.021666666999999994,292.7723483333333,2109.5407166666664,0.8709343083333332,-4.753442166666667,37.816683999999995,15.597467666666665,0.33618011999999997
30,1,2017,120000,天津市,5.2359872,9.4947672,11.552853,36,6240,120000,Tianjin (city),9.477932,5.1760926,11.514801,9.4913845,8.9233427,10214364.0,13401006.0,0.23,43.43,56.34,-0.07,99.769997,0.059999999,176.9899,13068.134,0.98663735,-12.389293,784.08801,16.410841,0.76220876,4.0,1.0,26.0,2.0,1.0,23.0,1.0854673,1.3160696,1.0872688,7.575940783333333,5.535121049999999,10.545582166666666,7.699718716666667,9.317706016666666,2347437.405,6679181.3,0.28333333166666663,31.188333166666666,68.529999,-0.07333333033333335,99.71833416666664,0.07333333036666431,280.01403666666664,2280.2502,0.8837492566666666,-11.171585866666662,71.0691158333218,15.601046333333331,0.32835154666666666
31,1,2018,120000,天津市,5.2813659,9.5536108,11.607117,37,6611,120000,Tianjin (city),9.5178013,5.2126536,11.545036,9.5312099,8.9187851,10154902.0,13453440.0,0.19,38.91,60.889999,-0.039999999,99.800003,0.029999999,183.58057,13599.677,0.98668092,-7.3432226,407.9903,16.414745,0.75481826,4.0,1.0,26.0,2.0,1.0,23.0,1.0839429,1.3108995,1.0864861,7.625276883333333,5.568488199999999,10.586028333333333,7.7471214166666655,9.310463799999999,2352768.7150000003,6705434.55,0.29666666999999997,30.383333,69.3183335,0.01333333296666666,99.70166533333332,-0.01666666633333333,289.8304933333333,2403.9746499999997,0.8854453466666666,9.040897933333333,-67.45971183333333,15.604959333333332,0.32758904499999997
32,1,2019,120000,天津市,5.3263617,9.6114273,11.660679,38,6982,120000,Tianjin (city),9.5206776,5.2561121,11.591655,9.5346375,8.9073896,10210992.0,13501041.0,0.090000004,38.02,61.889999,-0.1,99.910004,0.11,191.73459,13638.85,0.98613691,-19.17346,1500.2734,16.418278,0.75631148,4.0,1.0,26.0,2.0,1.0,23.0,1.0824543,1.3058813,1.0857223,7.647648983333333,5.617155233333333,10.621096999999999,7.772753383333333,9.303265783333332,2370470.341666667,6729299.133333333,0.29166666399999996,28.086666166666667,71.61833383333332,-0.0049999981666666565,99.70500200000001,0.0033333314999999964,303.27922333333333,2470.7476333333334,0.8825915266666666,-2.2061464999999982,34.670986000000006,15.6085105,0.328715355
33,1,2020,120000,天津市,5.3712535,9.6688442,11.713976,39,7353,120000,Tianjin (city),9.5087242,5.3297291,11.608039,9.523922,8.8997421,9770482.0,13545162.0,,,,,,,206.38205,13476.79,0.9849171,,,16.421539,0.72132635,4.0,1.0,26.0,2.0,1.0,23.0,1.0809901,1.3009803,1.0849749,7.637102033333333,5.696057166666667,10.638926333333332,7.772949683333333,9.296374283333332,2418930.5683333334,6751296.633333333,,,,,,,329.41024,2442.0465999999997,0.8731752433333332,,,15.6117575,0.3337561566666667
34,2,2004,130100,石家庄市,5.4311347,7.4008894,9.8281183,43,1190,130000,Hebei (province),7.2301006,5.4120536,9.6750736,7.380538,9.3364239,4079640.3,9434511.0,0.55000001,42.060001,57.389999,-0.050000001,99.449997,0.050000001,224.09131,1380.3615,0.86033165,-11.204566,69.018074,16.059885,0.43241671,7.0,4.0,,3.0,3.0,,1.0303538,1.2402083,1.3374388,6.3934322,4.488226133333333,9.391733499999999,6.5675834,8.581827466666667,2685004.248333333,6808605.25,2.296666608333333,42.080000666666656,55.62166666666666,-0.06666666806666666,97.70166633333334,0.06666666843333333,106.58823016666668,1008.4838649999998,0.843575585,-12.708252660000001,48.99062369999999,15.561613666666666,0.3324393066666667
35,2,2005,130100,石家庄市,5.4966636,7.5005322,9.917429,44,1561,130000,Hebei (province),7.4274693,5.4432502,9.8531361,7.5562916,9.334794,4117516.8,9488779.0,0.56,40.919998,58.52,0.0099999998,99.440002,-0.0099999998,231.19238,1681.5466,0.87913018,2.3119237,-16.815466,16.06562,0.43393537,7.0,4.0,,3.0,3.0,,1.0290986,1.2339978,1.3319697,6.5339218,4.538914366666667,9.516127666666666,6.697735383333333,8.583579983333333,2706705.6850000005,6847771.333333332,2.2633333466666667,41.09333366666666,56.64333266666666,-0.03333333333333334,97.73666633333332,0.034999999999999996,111.61926533333332,1219.273555,0.8523015983333334,-5.388338316666667,42.12386883333334,15.567349666666665,0.3333463733333333
36,2,2006,130100,石家庄市,5.5621443,7.5997477,10.006357,45,1932,130000,Hebei (province),7.5647917,5.4948735,9.9718351,7.6836371,9.3343382,4264251.5,9543557.0,0.52999997,40.369999,59.099998,-0.029999999,99.470001,0.029999999,243.44073,1929.0669,0.88794482,-7.3032217,57.872005,16.071377,0.44681993,7.0,4.0,,3.0,3.0,,1.0278615,1.228006,1.326691,6.68480015,4.589299133333332,9.65130885,6.834936766666666,8.578930133333332,2818275.0300000003,6888095.1,2.195000003333333,41.623333333333335,56.1816665,-0.06833333266666666,97.80499883333334,0.06833333183333333,117.29281666666665,1467.2075683333333,0.8635034949999999,-8.3277891,78.09375633333333,15.573366,0.350022575
