id,city,year,trend_lg_agri_predicted,trend_lg_nonagri_predicted,trend_lg_gdppc_predicted,v1,v8,province_id,province,lg_nonagri_predicted,lg_agri_predicted,lg_gdppc_predicted,lg_totalgdp_predicted,lg101214,urban_population,total_population,emp_agri,emp_ind,emp_ser,emp_agri_gr,emp_nonagri,emp_nonagri_gr,agri_gdp,nonagri_gdp,non_agri_share,agri_gdp_empgr,nonagri_gdp_empgr,ln_total_population,urban_pop_percent,club_trend_lg_gdppc_predicted,club_trend_lg_nonagri_predicted,club_trend_lg_agri_predicted,fclub_trend_lg_gdppc_predicted,fclub_trend_lg_nonagri_predicted,fclub_trend_lg_agri_predicted,re_trend_lg_gdppc_predicted,re_trend_lg_nonagri_predicted,re_trend_lg_agri_predicted
110000,北京市,2014,4.9367385,9.8416815,11.510851,13,5125,110000,Beijing,9.871994,4.984848,11.536798,9.879509,8.842063,16917878,19943294,.43000001,21.16,78.410004,.0099999998,99.57,-.0099999998,146.18135,19379.945,.99251354,1.4618134,-193.79945,16.808403,.84829909,4,,34,2,,28,1.1029284,1.4098264,1.0565157
110000,北京市,2015,4.9869232,9.9022255,11.562988,14,5496,110000,Beijing,9.9071741,5.0353055,11.561064,9.9148035,8.794096,17076888,20116886,.5,19.43,80.07,.07,99.5,-.07,153.74655,20073.867,.99239916,10.762259,-1405.1707,16.81707,.84888327,4,,34,2,,28,1.1003869,1.4022391,1.0560684
110000,北京市,2016,5.0350809,9.9598961,11.612637,15,5867,110000,Beijing,9.9485674,5.0632181,11.599051,9.9560957,8.7653208,17166484,20205976,.47,18.5,81.029999,-.029999999,99.529999,.029999999,158.09848,20922.227,.99250019,-4.7429543,627.66681,16.821489,.84957463,4,,34,2,,28,1.097942,1.3950665,1.0556476
110000,北京市,2017,5.0817585,10.015413,11.660473,16,6238,110000,Beijing,9.9861507,5.0230174,11.618679,9.9931173,8.6994495,17242334,20291018,.41999999,17.49,82.089996,-.050000001,99.580002,.050000001,151.86887,21723.518,.99305755,-7.5934434,1086.1759,16.825689,.84975207,4,,34,2,,28,1.0955789,1.3882364,1.0552428
110000,北京市,2018,5.1275735,10.069468,11.707142,17,6609,110000,Beijing,10.026331,5.0538492,11.649254,10.033233,8.6811581,17209256,20369372,.33000001,16.549999,83.129997,-.090000004,99.68,.1,156.62419,22614.146,.99312168,-14.096178,2261.4148,16.829542,.84485942,4,,34,2,,28,1.0932838,1.3816829,1.0548478
110000,北京市,2019,5.1729956,10.122676,11.753182,18,6980,110000,Beijing,10.053488,5.1012173,11.689371,10.060531,8.644454,17299328,20441914,.050000001,15.57,84.379997,-.28,99.949997,.27000001,164.22169,23236.689,.99298227,-45.982075,6273.9063,16.833097,.84626752,4,,34,2,,28,1.0910414,1.3753433,1.0544603
110000,北京市,2020,5.2183113,10.175548,11.798987,19,7351,110000,Beijing,10.040947,5.1756916,11.7051,10.048627,8.6340504,17082172,20511508,,,,,,,176.91893,22947.104,.99234915,,,16.836496,.83280915,4,,34,2,,28,1.0888351,1.3691592,1.0540811
120000,天津市,2004,4.4827905,8.4141207,10.574864,23,1417,120000,Tianjin (city),8.1827364,4.4601126,10.357896,8.2066193,8.9724932,7226838.5,10217426,.44999999,49.93,49.619999,-.059999999,99.550003,.050000001,86.497246,3578.6338,.97639996,-5.1898346,178.93169,16.139605,.70730519,4,1,26,2,1,23,1.1086407,1.4100012,1.1039052
120000,天津市,2005,4.5481734,8.515132,10.666271,24,1788,120000,Tianjin (city),8.4035912,4.4991126,10.562346,8.423542,8.9698086,7277574,10276223,.41999999,50.23,49.349998,-.029999999,99.580002,.029999999,89.937286,4463.0654,.9802466,-2.6981184,133.89195,16.145344,.70819539,4,1,26,2,1,23,1.1068034,1.4009211,1.1021285
120000,天津市,2006,4.6134996,8.6155653,10.757136,25,2159,120000,Tianjin (city),8.6038904,4.5507498,10.750988,8.621109,8.9683771,7472319.5,10331546,.37,50.450001,49.18,-.050000001,99.629997,.050000001,94.703392,5452.832,.98292875,-4.7351699,272.6416,16.150713,.72325277,4,1,26,2,1,23,1.1049821,1.3921471,1.1004189
120000,天津市,2007,4.6785903,8.7145624,10.846657,26,2530,120000,Tianjin (city),8.7260752,4.6270657,10.861675,8.742528,8.9678917,7576196,10392458,.37,49.599998,50.029999,0,99.629997,0,102.21369,6161.4976,.98368162,0,0,16.156591,.72900903,4,1,26,2,1,23,1.1031548,1.3836532,1.0987856
120000,天津市,2008,4.7431083,8.8112373,10.934014,27,2901,120000,Tianjin (city),8.8485718,4.7285738,10.973278,8.864686,8.9646988,7635721.5,10456699,.34999999,46.919998,52.720001,-.02,99.639999,.0099999998,113.13409,6964.4351,.98401511,-2.2626817,69.644348,16.162754,.73022294,4,1,26,2,1,23,1.1013111,1.3754359,1.0972376
120000,天津市,2009,4.8065891,8.9047318,11.01843,28,3272,120000,Tianjin (city),8.95821,4.8030162,11.079159,8.9737711,8.9660358,7690368,10524047,.37,47.700001,51.939999,.02,99.639999,0,121.87747,7771.4341,.98455942,2.4375494,0,16.169174,.73074245,4,1,26,2,1,23,1.0994513,1.3675057,1.0957757
120000,天津市,2010,4.8685312,8.9942827,11.099221,29,3643,120000,Tianjin (city),9.090353,4.8980765,11.186397,9.1053514,8.9610853,7683150.5,10457248,.34999999,47.529999,52.130001,-.02,99.660004,.02,134.03172,8869.3164,.98511314,-2.6806345,177.38632,16.162806,.73472011,4,1,26,2,1,23,1.0975837,1.3598846,1.0944028
120000,天津市,2011,4.9284248,9.079258,11.175858,30,4014,120000,Tianjin (city),9.2257996,5.0055847,11.313367,9.2403879,8.954566,7728038,10530766,.22,58.84,40.93,-.13,99.769997,.11,149.24432,10155.793,.98551732,-19.401762,1117.1372,16.169811,.73385334,4,1,26,2,1,23,1.0957233,1.3526018,1.0931244
120000,天津市,2012,4.9858322,9.1592674,11.248029,31,4385,120000,Tianjin (city),9.3223915,5.1021624,11.401595,9.3369799,8.9471169,9764152,12958111,.19,56.259998,43.549999,-.029999999,99.809998,.039999999,164.37697,11185.7,.98551756,-4.9313087,447.42801,16.377232,.75351661,4,1,26,2,1,23,1.0938848,1.3456751,1.0919409
120000,天津市,2013,5.0405111,9.2342882,11.315765,32,4756,120000,Tianjin (city),9.3115873,5.1419888,11.378592,9.3269272,8.9384317,9967510,13024074,.18000001,54.709999,45.110001,-.0099999998,99.82,.0099999998,171.05562,11065.499,.98477685,-1.7105561,110.65499,16.382311,.76531428,4,1,26,2,1,23,1.0920849,1.3391104,1.0908512
120000,天津市,2014,5.0925083,9.3047018,11.379481,33,5127,120000,Tianjin (city),9.3681698,5.1372728,11.437797,9.3826046,8.9324245,10017739,13083202,.17,55.279999,44.549999,-.0099999998,99.830002,.0099999998,170.25084,11709.664,.98566902,-1.7025083,117.09664,16.386839,.76569474,4,1,26,2,1,23,1.0903411,1.3329037,1.0898521
120000,天津市,2015,5.1421251,9.3710871,11.439752,34,5498,120000,Tianjin (city),9.3931065,5.1899185,11.450659,9.4079437,8.9291115,10074404,13197034,.18000001,51.34,48.48,.0099999998,99.82,-.0099999998,179.45393,12005.336,.98527229,1.7945393,-120.05336,16.395502,.76338392,4,1,26,2,1,23,1.088659,1.3270254,1.0889351
120000,天津市,2016,5.189774,9.4341784,11.497293,35,5869,120000,Tianjin (city),9.4214439,5.217205,11.474117,9.4362659,8.924572,10133308,13255474,.30000001,47.669998,52.040001,.12,99.709999,-.11,184.41803,12350.402,.98528755,22.130163,-1358.5442,16.399921,.76446211,4,1,26,2,1,23,1.0870366,1.3214301,1.0880804
120000,天津市,2017,5.2359872,9.4947672,11.552853,36,6240,120000,Tianjin (city),9.477932,5.1760926,11.514801,9.4913845,8.9233427,10214364,13401006,.23,43.43,56.34,-.07,99.769997,.059999999,176.9899,13068.134,.98663735,-12.389293,784.08801,16.410841,.76220876,4,1,26,2,1,23,1.0854673,1.3160696,1.0872688
120000,天津市,2018,5.2813659,9.5536108,11.607117,37,6611,120000,Tianjin (city),9.5178013,5.2126536,11.545036,9.5312099,8.9187851,10154902,13453440,.19,38.91,60.889999,-.039999999,99.800003,.029999999,183.58057,13599.677,.98668092,-7.3432226,407.9903,16.414745,.75481826,4,1,26,2,1,23,1.0839429,1.3108995,1.0864861
120000,天津市,2019,5.3263617,9.6114273,11.660679,38,6982,120000,Tianjin (city),9.5206776,5.2561121,11.591655,9.5346375,8.9073896,10210992,13501041,.090000004,38.02,61.889999,-.1,99.910004,.11,191.73459,13638.85,.98613691,-19.17346,1500.2734,16.418278,.75631148,4,1,26,2,1,23,1.0824543,1.3058813,1.0857223
120000,天津市,2020,5.3712535,9.6688442,11.713976,39,7353,120000,Tianjin (city),9.5087242,5.3297291,11.608039,9.523922,8.8997421,9770482,13545162,,,,,,,206.38205,13476.79,.9849171,,,16.421539,.72132635,4,1,26,2,1,23,1.0809901,1.3009803,1.0849749
130100,石家庄市,2004,5.4311347,7.4008894,9.8281183,43,1190,130000,Hebei (province),7.2301006,5.4120536,9.6750736,7.380538,9.3364239,4079640.3,9434511,.55000001,42.060001,57.389999,-.050000001,99.449997,.050000001,224.09131,1380.3615,.86033165,-11.204566,69.018074,16.059885,.43241671,7,4,,3,3,,1.0303538,1.2402083,1.3374388
130100,石家庄市,2005,5.4966636,7.5005322,9.917429,44,1561,130000,Hebei (province),7.4274693,5.4432502,9.8531361,7.5562916,9.334794,4117516.8,9488779,.56,40.919998,58.52,.0099999998,99.440002,-.0099999998,231.19238,1681.5466,.87913018,2.3119237,-16.815466,16.06562,.43393537,7,4,,3,3,,1.0290986,1.2339978,1.3319697
130100,石家庄市,2006,5.5621443,7.5997477,10.006357,45,1932,130000,Hebei (province),7.5647917,5.4948735,9.9718351,7.6836371,9.3343382,4264251.5,9543557,.52999997,40.369999,59.099998,-.029999999,99.470001,.029999999,243.44073,1929.0669,.88794482,-7.3032217,57.872005,16.071377,.44681993,7,4,,3,3,,1.0278615,1.228006,1.326691
130100,石家庄市,2007,5.6273961,7.6979265,10.094359,46,2303,130000,Hebei (province),7.6922841,5.5705943,10.088313,7.80546,9.3319731,4318522,9600792,.51999998,40.060001,59.419998,-.0099999998,99.480003,.0099999998,262.59012,2191.3743,.89299351,-2.6259012,21.913742,16.077356,.44980893,7,4,,3,3,,1.0266427,1.222237,1.3216164
130100,石家庄市,2008,5.6920695,7.7943721,10.180806,47,2674,130000,Hebei (province),7.822659,5.6890407,10.208714,7.9345655,9.331461,4367524,9659807,.55000001,38.650002,60.799999,.029999999,99.449997,-.029999999,295.60989,2496.5349,.89412802,8.8682966,-74.896049,16.083485,.45213369,7,4,,3,3,,1.0254453,1.2167032,1.3167636
130100,石家庄市,2009,5.7556729,7.8883724,10.265052,48,3045,130000,Hebei (province),7.8909836,5.7467265,10.269568,8.0017691,9.3296566,4398908,9722043,.50999999,37.080002,62.41,-.039999999,99.489998,.039999999,313.16385,2673.0718,.89513087,-12.526554,106.92287,16.089907,.45246744,7,4,,3,3,,1.0242771,1.2114227,1.3121418
130100,石家庄市,2010,5.817708,7.9792881,10.346522,49,3416,130000,Hebei (province),8.0795975,5.8429508,10.438799,8.1810846,9.3264761,4435575.5,9660243,.49000001,36.970001,62.540001,-.02,99.510002,.02,344.79526,3227.9336,.90349245,-6.895905,64.55867,16.083529,.45915776,7,4,,3,3,,1.0231504,1.2064232,1.3077693
130100,石家庄市,2011,5.8776526,8.0664845,10.424654,50,3787,130000,Hebei (province),8.1969128,5.9622655,10.54505,8.2985935,9.3253832,4432498.5,9709944,.47999999,35.970001,63.549999,-.0099999998,99.519997,.0099999998,388.48926,3629.7273,.90331799,-3.8848925,36.297272,16.088661,.45649064,7,4,,3,3,,1.0220723,1.2017217,1.303663
130100,石家庄市,2012,5.9350495,8.149579,10.499114,51,4158,130000,Hebei (province),8.3002491,6.0508966,10.640972,8.4005175,9.3228951,4950902,10240243,.28999999,37.450001,62.259998,-.19,99.709999,.19,424.49347,4024.8748,.90459466,-80.653755,764.7262,16.141836,.48347506,7,4,,3,3,,1.021052,1.1973321,1.2998278
130100,石家庄市,2013,5.9896507,8.2285137,10.56987,52,4529,130000,Hebei (province),8.2915478,6.0943704,10.619871,8.3969126,9.3184109,5034059,10289202,.22,36.540001,63.240002,-.07,99.779999,.07,443.3548,3990.0051,.89999574,-31.034836,279.30035,16.146606,.4892565,7,4,,3,3,,1.0200984,1.1932579,1.296261
130100,石家庄市,2014,6.0415001,8.3036098,10.637243,53,4900,130000,Hebei (province),8.3734236,6.0952687,10.70693,8.4709797,9.3107719,5112426.5,10335539,.2,35.970001,63.830002,-.02,99.800003,.02,443.75327,4330.4365,.90705162,-8.8750648,86.608727,16.151098,.49464536,7,4,,3,3,,1.0192225,1.1894968,1.2929467
130100,石家庄市,2015,6.0909019,8.3753424,10.701684,54,5271,130000,Hebei (province),8.3885727,6.1386094,10.709053,8.4887829,9.301507,5188008.5,10425365,.2,35.009998,64.790001,0,99.800003,1.4210855e-14,463.40872,4396.5381,.90464735,0,6.2478564e-11,16.159752,.49763328,7,4,,3,3,,1.0184212,1.1860194,1.2898552
130100,石家庄市,2016,6.1382952,8.4443655,10.763812,55,5642,130000,Hebei (province),8.417037,6.1699619,10.732557,8.5175228,9.2931232,5240988.5,10471532,.2,33.650002,66.150002,0,99.800003,0,478.16791,4523.4805,.90439796,0,0,16.164171,.50049871,7,4,,3,3,,1.017688,1.1827886,1.2869459
130100,石家庄市,2017,6.1842384,8.5113621,10.824268,56,6013,130000,Hebei (province),8.4908266,6.1125941,10.792141,8.5794916,9.2716951,5205811,10524471,.2,30.549999,69.25,0,99.800003,-1.4210855e-14,451.50845,4869.8901,.91515231,0,-6.9205301e-11,16.169214,.49463874,7,4,,3,3,,1.017012,1.1797599,1.2841761
130100,石家庄市,2018,6.2293696,8.5769501,10.883615,57,6384,130000,Hebei (province),8.546772,6.1584239,10.840136,8.6345825,9.2645512,5240949.5,10565567,.18000001,28.67,71.150002,-.02,99.82,.02,472.6825,5150.103,.91593444,-9.4536495,103.00206,16.173111,.49604052,7,4,,3,3,,1.0163778,1.1768869,1.28151
130100,石家庄市,2019,6.2741466,8.6416941,10.942333,58,6755,130000,Hebei (province),8.5875235,6.1908598,10.894979,8.6746378,9.2641335,5286229.5,10603184,.1,26.209999,73.690002,-.079999998,99.900002,.079999998,488.26575,5364.3125,.91657251,-39.06126,429.14499,16.176664,.49855113,7,4,,3,3,,1.0157708,1.1741259,1.2789181
130100,石家庄市,2020,6.318851,8.7060833,11.000797,59,7126,130000,Hebei (province),8.5643625,6.2897043,10.898908,8.6622438,9.2618027,5360834.5,10643284,,,,,,,538.99396,5241.4976,.9067564,,,16.180439,.50368237,7,4,,3,3,,1.0151764,1.1714371,1.2763864
130200,唐山市,2004,5.5407109,7.5373106,10.215017,63,1191,130000,Hebei (province),7.345799,5.515296,10.04138,7.4945059,9.3113956,3024905,7468796.5,4.8000002,50.689999,44.52,-.40000001,95.209999,.41,248.4635,1549.6726,.86182165,-99.385399,635.36578,15.826244,.40500569,5,3,,2,2,,1.0709153,1.2630692,1.3644224
130200,唐山市,2005,5.6058574,7.6416779,10.309882,64,1562,130000,Hebei (province),7.5185456,5.5581641,10.192419,7.6502795,9.3066912,3067619.5,7511722.5,4.9699998,51.18,43.849998,.17,95.029999,-.18000001,259.34628,1841.8866,.87657422,44.088867,-331.53961,15.831975,.40837765,5,3,,2,2,,1.0698222,1.2572192,1.3584299
130200,唐山市,2006,5.6709399,7.7455668,10.404312,65,1933,130000,Hebei (province),7.7108817,5.6073523,10.371622,7.8260169,9.3026819,3199553.3,7556778.5,4.8000002,51.060001,44.130001,-.17,95.190002,.16,272.42197,2232.5098,.89124572,-46.311733,357.20157,15.837955,.42340174,5,3,,2,2,,1.0687397,1.2515682,1.3526412
130200,唐山市,2007,5.7357769,7.8481898,10.497581,66,2304,130000,Hebei (province),7.843461,5.6878104,10.493742,7.9530578,9.2976418,3286255,7602282.5,4.6700001,51.23,44.110001,-.13,95.339996,.15000001,295.24646,2549.0117,.89619559,-38.382038,382.35178,15.843959,.43227214,5,3,,2,2,,1.0676521,1.2460951,1.3470701
130200,唐山市,2008,5.8000255,7.9486747,10.588878,67,2675,130000,Hebei (province),7.939539,5.7884645,10.576356,8.0496111,9.2946768,3324890.5,7649703.5,4.4200001,50.759998,44.82,-.25,95.580002,.23999999,326.51129,2806.0664,.89576912,-81.627823,673.45593,15.850178,.43464306,5,3,,2,2,,1.0665478,1.2407898,1.3417374
130200,唐山市,2009,5.8632245,8.0461349,10.677384,68,3046,130000,Hebei (province),8.1263218,5.8592386,10.767422,8.2249117,9.2913628,3362811,7698969.5,4.0599999,52.240002,43.700001,-.36000001,95.940002,.36000001,350.45721,3382.3357,.90611392,-126.1646,1217.6409,15.856597,.43678716,5,3,,2,2,,1.0654207,1.2356504,1.3366607
130200,唐山市,2010,5.9248829,8.1396646,10.762251,69,3417,130000,Hebei (province),8.2545214,5.9551353,10.870378,8.3501225,9.2897453,3387214.8,7648935.5,3.6099999,51.330002,45.060001,-.44999999,96.389999,.44999999,385.72913,3844.9712,.90882617,-173.57809,1730.2369,15.850077,.44283479,5,3,,2,2,,1.0642612,1.2306713,1.3318613
130200,唐山市,2011,5.9845009,8.2285538,10.842851,70,3788,130000,Hebei (province),8.3652525,6.0580621,10.969573,8.460145,9.2863903,3382066.5,7665846,3.25,52.23,44.509998,-.36000001,96.739998,.34999999,427.54608,4295.1963,.9094708,-153.9166,1503.3187,15.852285,.44118634,5,3,,2,2,,1.0630739,1.2258663,1.3273619
130200,唐山市,2012,6.0416532,8.3123837,10.918829,71,4159,130000,Hebei (province),8.4671803,6.1579571,11.063869,8.5618887,9.2821054,3328591.5,7742400.5,2.78,53.84,43.380001,-.47,97.220001,.47999999,472.46188,4756.0854,.90963805,-222.05708,2282.9209,15.862223,.42991725,5,3,,2,2,,1.0618697,1.2212514,1.323175
130200,唐山市,2013,6.0960984,8.3910751,10.990149,72,4530,130000,Hebei (province),8.4910994,6.1958137,11.079062,8.5870752,9.277935,3418514,7774494,2.6300001,51.540001,45.830002,-.15000001,97.370003,.15000001,490.69052,4871.2183,.90848583,-73.603584,730.68274,15.866359,.43970889,5,3,,2,2,,1.0606596,1.2168318,1.319298
130200,唐山市,2014,6.1478872,8.4649363,11.057134,73,4901,130000,Hebei (province),8.5454121,6.1983776,11.13572,8.6367617,9.2722797,3480772.8,7809729.5,2.28,50.040001,47.68,-.34999999,97.720001,.34999999,491.95026,5143.104,.91269821,-172.18259,1800.0864,15.870881,.44569698,5,3,,2,2,,1.0594549,1.2126069,1.3157147
130200,唐山市,2015,6.1973181,8.5345268,11.120331,74,5272,130000,Hebei (province),8.5646601,6.2421622,11.142315,8.6581764,9.2669325,3511202.8,7876387.5,2.2,48.07,49.73,-.079999998,97.800003,.079999998,513.96863,5243.0571,.91072321,-41.117489,419.44455,15.87938,.44578847,5,3,,2,2,,1.0582615,1.2085613,1.3123907
130200,唐山市,2016,6.2448163,8.6006041,11.180483,75,5643,130000,Hebei (province),8.594492,6.2649889,11.167377,8.6873846,9.264822,3532996.3,7911242.5,2.01,46.040001,51.950001,-.19,97.989998,.19,525.83575,5401.8242,.91129118,-99.908791,1026.3466,15.883796,.44657919,5,3,,2,2,,1.057083,1.2046727,1.309279
130200,唐山市,2017,6.2909198,8.6640053,11.238389,76,6014,130000,Hebei (province),8.6507282,6.2308946,11.207649,8.7359295,9.2642393,3426336.5,7824451,2.1700001,42.580002,55.25,.16,97.830002,-.16,508.2099,5714.3066,.91832727,81.313583,-914.28906,15.872765,.4379012,5,3,,2,2,,1.0559213,1.2009177,1.3063289
130200,唐山市,2018,6.3362155,8.7255487,11.294813,77,6385,130000,Hebei (province),8.6752167,6.2668676,11.2208,8.7613611,9.2671881,3372042.5,7855254,1.88,43.810001,54.310001,-.28999999,98.120003,.28999999,526.82458,5855.9683,.91746175,-152.77913,1698.2307,15.876693,.42927223,5,3,,2,2,,1.0547781,1.1972769,1.3034904
130200,唐山市,2019,6.3811417,8.7860212,11.350444,78,6756,130000,Hebei (province),8.6858568,6.3174467,11.264743,8.7753592,9.2678213,3403762,7883191,1.74,40.82,57.43,-.14,98.25,.13,554.15625,5918.6094,.91438645,-77.581879,769.41919,15.880243,.43177465,5,3,,2,2,,1.0536554,1.1937354,1.300728
130200,唐山市,2020,6.4259629,8.8460836,11.405787,79,7127,130000,Hebei (province),8.6819916,6.3838997,11.290086,8.7777109,9.2662888,3306081.3,7906334,,,,,,,592.23273,5895.7769,.90871888,,,15.883175,.41815603,5,3,,2,2,,1.0525497,1.1902747,1.2980226
130300,秦皇岛市,2004,4.276238,6.0846572,9.8765001,83,1189,130000,Hebei (province),5.8833857,4.2461329,9.6901541,6.0611248,8.8270731,1070985,2870336.3,1.0599999,36.23,62.720001,.19,98.949997,-.18000001,69.834831,359.02271,.83716077,13.268618,-64.624092,14.86994,.3731218,9,9,39,4,5,29,1.035426,1.01964,1.0530409
130300,秦皇岛市,2005,4.341229,6.1843419,9.9658546,84,1560,130000,Hebei (province),6.0323772,4.2942033,9.8153133,6.1943612,8.8197384,1080928.4,2886811.8,.97000003,35.59,63.439999,-.090000004,99.029999,.079999998,73.273811,416.70447,.85045499,-6.5946431,33.336357,14.875663,.37443674,9,9,39,4,5,29,1.0341235,1.0174564,1.051981
130300,秦皇岛市,2006,4.4061441,6.2835231,10.054743,85,1931,130000,Hebei (province),6.267251,4.3405051,10.040784,6.4031982,8.8145494,1115792,2904880,.92000002,35.189999,63.889999,-.050000001,99.080002,.050000001,76.746292,527.02661,.8728888,-3.8373146,26.351332,14.881903,.3841095,9,9,39,4,5,29,1.0328317,1.0153238,1.0509602
130300,秦皇岛市,2007,4.4707913,6.3813181,10.142323,86,2302,130000,Hebei (province),6.373611,4.4284554,10.134056,6.5072365,8.805171,1155139.8,2924167.5,.81999999,35.240002,63.939999,-.1,99.18,.1,83.801872,586.17065,.87491745,-8.380187,58.617065,14.88852,.39503202,9,9,39,4,5,29,1.0315208,1.0131928,1.0499833
130300,秦皇岛市,2008,4.5348139,6.4768033,10.227718,87,2673,130000,Hebei (province),6.499001,4.5241518,10.248989,6.6289606,8.7972002,1170144.8,2942636.3,.70999998,35.75,63.549999,-.11,99.300003,.12,92.217674,664.47748,.87813103,-10.143944,79.737297,14.894816,.39765185,9,9,39,4,5,29,1.0301706,1.0110303,1.0490521
130300,秦皇岛市,2009,4.5977483,6.5690355,10.31003,88,3044,130000,Hebei (province),6.6525173,4.590559,10.403254,6.7722583,8.7906637,1184148.5,2961606.5,.49000001,37.009998,62.5,-.22,99.510002,.20999999,98.549507,774.73212,.88715035,-21.680891,162.69374,14.901242,.39983317,9,9,39,4,5,29,1.0287651,1.0088112,1.0481654
130300,秦皇岛市,2010,4.6591058,6.6571269,10.388414,89,3415,130000,Hebei (province),6.7750959,4.690187,10.500101,6.8922729,8.7839117,1192151.9,2943276,.67000002,37.549999,61.779999,.18000001,99.330002,-.18000001,108.87354,875.76337,.88942772,19.597237,-157.63741,14.895034,.4050425,9,9,39,4,5,29,1.0272931,1.0065199,1.0473257
130300,秦皇岛市,2011,4.7183785,6.7403989,10.46226,90,3786,130000,Hebei (province),6.9197845,4.794003,10.636548,7.0325236,8.7725325,1188917.5,2956927.8,.44,37.549999,62.009998,-.23,99.559998,.23,120.78391,1012.1019,.89338386,-27.780298,232.78345,14.899661,.40207866,9,9,39,4,5,29,1.0257593,1.0041652,1.0465361
